batch_idx,mc_draw,accuracy,fault_layer,fault_location,fault_category,fault_type,fault_value
44,34,1.0,1,In3_Out1,Connection,stuck_on,stuck_on
44,35,0.5,0,N2,Neuron,dynamic,Idx_1
44,36,0.5,0,In0_Out0,Connection,stuck_off,stuck_off
44,37,1.0,0,In0_Out3,Connection,stuck_off,stuck_off
44,38,0.5,2,In1_Out2,Connection,stuck_off,stuck_off
44,39,0.5,2,In0_Out2,Connection,stuck_off,stuck_off
44,40,0.5,2,In2_Out2,Connection,stuck_off,stuck_off
44,41,0.5,2,In0_Out2,Connection,stuck_off,stuck_off
44,42,1.0,1,In2_Out3,Connection,stuck_off,stuck_off
44,43,0.5,2,In1_Out2,Connection,stuck_on,stuck_on
44,44,0.5,2,In2_Out1,Connection,stuck_on,stuck_on
44,45,1.0,0,In0_Out3,Connection,stuck_on,stuck_on
44,46,1.0,1,N1,Neuron,dynamic,Idx_1
44,47,0.5,2,In1_Out0,Connection,stuck_on,stuck_on
44,48,0.5,0,N3,Neuron,dynamic,Idx_2
44,49,1.0,0,N0,Neuron,static,2.0
44,50,1.0,1,In1_Out3,Connection,stuck_off,stuck_off
44,51,1.0,2,In4_Out2,Connection,stuck_on,stuck_on
44,52,0.0,1,N4,Neuron,static,0.0
44,53,0.5,0,In0_Out2,Connection,stuck_off,stuck_off
44,54,0.5,0,N4,Neuron,static,3.0
44,55,1.0,2,In4_Out2,Connection,stuck_off,stuck_off
44,56,1.0,1,In2_Out2,Connection,stuck_on,stuck_on
44,57,1.0,1,N0,Neuron,static,0.0
44,58,1.0,1,In2_Out1,Connection,stuck_off,stuck_off
44,59,1.0,1,In2_Out4,Connection,stuck_off,stuck_off
