batch_idx,mc_draw,accuracy,fault_layer,fault_location,fault_category,fault_type,fault_value
0,0,1.0,2,In2_Out0,Connection,stuck_on,stuck_on
0,1,1.0,2,In4_Out0,Connection,stuck_on,stuck_on
0,2,0.5,2,In1_Out1,Connection,stuck_on,stuck_on
0,3,1.0,1,In0_Out2,Connection,stuck_on,stuck_on
0,4,1.0,1,In2_Out2,Connection,stuck_on,stuck_on
0,5,0.0,2,In3_Out2,Connection,stuck_off,stuck_off
0,6,1.0,2,N1,Neuron,dynamic,Idx_1
0,7,1.0,2,In2_Out1,Connection,stuck_off,stuck_off
0,8,0.5,0,N1,Neuron,dynamic,Idx_1
0,9,0.5,0,N1,Neuron,dynamic,Idx_0
0,10,1.0,1,In3_Out4,Connection,stuck_off,stuck_off
0,11,1.0,2,In4_Out0,Connection,stuck_on,stuck_on
0,12,1.0,1,N1,Neuron,dynamic,Idx_2
0,13,1.0,2,In0_Out1,Connection,stuck_off,stuck_off
0,14,1.0,1,N3,Neuron,static,2.0
0,15,0.5,1,In0_Out4,Connection,stuck_off,stuck_off
0,16,1.0,1,In4_Out2,Connection,stuck_on,stuck_on
0,17,1.0,1,In3_Out0,Connection,stuck_on,stuck_on
0,18,1.0,1,In0_Out1,Connection,stuck_on,stuck_on
0,19,1.0,0,In0_Out4,Connection,stuck_on,stuck_on
0,20,1.0,2,In2_Out1,Connection,stuck_off,stuck_off
0,21,1.0,2,In2_Out1,Connection,stuck_on,stuck_on
0,22,1.0,1,In1_Out1,Connection,stuck_on,stuck_on
0,23,1.0,2,In4_Out2,Connection,stuck_on,stuck_on
0,24,1.0,2,In3_Out0,Connection,stuck_off,stuck_off
0,25,0.5,2,In0_Out0,Connection,stuck_on,stuck_on
0,26,0.5,0,N0,Neuron,dynamic,Idx_2
0,27,0.0,2,N0,Neuron,dynamic,Idx_2
0,28,1.0,1,In1_Out2,Connection,stuck_off,stuck_off
0,29,1.0,0,In0_Out4,Connection,stuck_on,stuck_on
0,30,1.0,1,In0_Out1,Connection,stuck_off,stuck_off
0,31,1.0,2,In4_Out2,Connection,stuck_on,stuck_on
0,32,0.5,2,In2_Out0,Connection,stuck_off,stuck_off
0,33,0.0,2,In3_Out2,Connection,stuck_off,stuck_off
0,34,0.5,2,In0_Out0,Connection,stuck_on,stuck_on
0,35,1.0,1,In2_Out1,Connection,stuck_off,stuck_off
0,36,1.0,2,In3_Out1,Connection,stuck_on,stuck_on
0,37,0.5,0,In0_Out0,Connection,stuck_off,stuck_off
0,38,1.0,1,In2_Out0,Connection,stuck_on,stuck_on
0,39,1.0,0,N1,Neuron,static,2.0
0,40,1.0,1,In4_Out3,Connection,stuck_on,stuck_on
0,41,0.5,1,In1_Out4,Connection,stuck_on,stuck_on
0,42,0.0,2,N0,Neuron,static,3.0
0,43,1.0,1,In0_Out1,Connection,stuck_off,stuck_off
0,44,1.0,2,In1_Out0,Connection,stuck_off,stuck_off
0,45,1.0,2,In0_Out1,Connection,stuck_off,stuck_off
0,46,0.0,2,In0_Out2,Connection,stuck_off,stuck_off
0,47,0.5,1,In1_Out2,Connection,stuck_on,stuck_on
0,48,0.5,1,In1_Out4,Connection,stuck_on,stuck_on
0,49,1.0,1,N2,Neuron,dynamic,Idx_1
0,50,1.0,1,In2_Out1,Connection,stuck_off,stuck_off
0,51,1.0,1,N3,Neuron,dynamic,Idx_2
0,52,1.0,0,N1,Neuron,static,3.0
0,53,1.0,2,In3_Out0,Connection,stuck_off,stuck_off
0,54,1.0,1,In1_Out0,Connection,stuck_off,stuck_off
0,55,1.0,1,In2_Out3,Connection,stuck_on,stuck_on
0,56,0.5,2,In2_Out0,Connection,stuck_off,stuck_off
0,57,1.0,1,In4_Out3,Connection,stuck_off,stuck_off
0,58,1.0,0,In0_Out1,Connection,stuck_off,stuck_off
0,59,1.0,1,In1_Out2,Connection,stuck_off,stuck_off
0,60,1.0,2,In1_Out2,Connection,stuck_on,stuck_on
0,61,1.0,1,In3_Out1,Connection,stuck_on,stuck_on
0,62,1.0,1,In1_Out3,Connection,stuck_off,stuck_off
0,63,0.5,2,In2_Out0,Connection,stuck_off,stuck_off
0,64,0.5,0,N3,Neuron,dynamic,Idx_0
0,65,1.0,0,In0_Out0,Connection,stuck_on,stuck_on
0,66,1.0,0,N2,Neuron,static,2.0
0,67,1.0,1,In2_Out0,Connection,stuck_on,stuck_on
0,68,0.0,1,N3,Neuron,dynamic,Idx_0
0,69,1.0,1,In2_Out0,Connection,stuck_on,stuck_on
0,70,0.0,1,N4,Neuron,static,3.0
0,71,1.0,2,In3_Out1,Connection,stuck_off,stuck_off
0,72,1.0,1,In1_Out3,Connection,stuck_on,stuck_on
0,73,1.0,1,In0_Out3,Connection,stuck_off,stuck_off
0,74,0.5,1,In0_Out4,Connection,stuck_off,stuck_off
0,75,1.0,1,In4_Out1,Connection,stuck_off,stuck_off
0,76,1.0,1,In0_Out3,Connection,stuck_off,stuck_off
0,77,1.0,1,In0_Out3,Connection,stuck_on,stuck_on
0,78,1.0,2,In0_Out1,Connection,stuck_off,stuck_off
0,79,1.0,1,In4_Out1,Connection,stuck_off,stuck_off
0,80,0.5,2,In0_Out1,Connection,stuck_on,stuck_on
0,81,0.5,2,In1_Out1,Connection,stuck_on,stuck_on
0,82,0.5,1,N1,Neuron,static,0.0
0,83,1.0,2,N2,Neuron,dynamic,Idx_2
0,84,0.5,0,In0_Out0,Connection,stuck_off,stuck_off
0,85,1.0,1,In3_Out3,Connection,stuck_off,stuck_off
0,86,0.0,2,In0_Out2,Connection,stuck_off,stuck_off
0,87,0.5,0,N0,Neuron,static,0.0
0,88,0.5,0,In0_Out0,Connection,stuck_off,stuck_off
0,89,1.0,1,In0_Out1,Connection,stuck_off,stuck_off
0,90,0.5,0,N3,Neuron,dynamic,Idx_0
0,91,1.0,1,In0_Out3,Connection,stuck_on,stuck_on
0,92,1.0,1,In1_Out1,Connection,stuck_off,stuck_off
0,93,0.5,1,In0_Out4,Connection,stuck_off,stuck_off
0,94,0.0,1,N2,Neuron,static,2.0
0,95,1.0,2,In4_Out0,Connection,stuck_off,stuck_off
0,96,1.0,2,In3_Out2,Connection,stuck_on,stuck_on
0,97,1.0,2,In0_Out1,Connection,stuck_off,stuck_off
0,98,1.0,2,In4_Out2,Connection,stuck_off,stuck_off
0,99,0.5,1,N1,Neuron,static,0.0
1,0,1.0,1,In4_Out1,Connection,stuck_on,stuck_on
1,1,1.0,1,In0_Out1,Connection,stuck_off,stuck_off
1,2,0.0,2,In1_Out0,Connection,stuck_on,stuck_on
1,3,1.0,1,In1_Out2,Connection,stuck_off,stuck_off
1,4,0.0,0,N0,Neuron,dynamic,Idx_2
1,5,1.0,1,N1,Neuron,dynamic,Idx_2
1,6,1.0,0,In0_Out2,Connection,stuck_on,stuck_on
1,7,0.0,1,N4,Neuron,dynamic,Idx_0
1,8,1.0,2,N1,Neuron,static,3.0
1,9,1.0,2,In0_Out2,Connection,stuck_off,stuck_off
1,10,1.0,1,In3_Out3,Connection,stuck_on,stuck_on
1,11,0.0,2,In2_Out2,Connection,stuck_off,stuck_off
1,12,1.0,1,N0,Neuron,dynamic,Idx_2
1,13,1.0,1,In1_Out0,Connection,stuck_off,stuck_off
1,14,1.0,1,N3,Neuron,dynamic,Idx_0
1,15,1.0,2,In0_Out1,Connection,stuck_off,stuck_off
1,16,0.0,2,In0_Out0,Connection,stuck_on,stuck_on
1,17,0.0,2,In1_Out0,Connection,stuck_on,stuck_on
1,18,1.0,2,In2_Out2,Connection,stuck_on,stuck_on
1,19,1.0,1,In3_Out1,Connection,stuck_off,stuck_off
1,20,0.0,2,In2_Out2,Connection,stuck_off,stuck_off
1,21,1.0,1,In3_Out1,Connection,stuck_off,stuck_off
1,22,1.0,2,In0_Out2,Connection,stuck_off,stuck_off
1,23,0.0,1,N2,Neuron,dynamic,Idx_2
1,24,1.0,1,In1_Out1,Connection,stuck_on,stuck_on
1,25,1.0,2,In0_Out1,Connection,stuck_on,stuck_on
1,26,1.0,1,In0_Out4,Connection,stuck_off,stuck_off
1,27,0.0,2,In2_Out1,Connection,stuck_on,stuck_on
1,28,1.0,0,N4,Neuron,dynamic,Idx_1
1,29,1.0,1,In3_Out1,Connection,stuck_off,stuck_off
1,30,0.0,0,N2,Neuron,static,3.0
1,31,1.0,0,In0_Out2,Connection,stuck_on,stuck_on
1,32,1.0,1,N0,Neuron,dynamic,Idx_1
1,33,1.0,1,In3_Out4,Connection,stuck_off,stuck_off
1,34,1.0,1,In1_Out1,Connection,stuck_on,stuck_on
1,35,0.0,2,In3_Out2,Connection,stuck_on,stuck_on
1,36,0.0,0,N0,Neuron,dynamic,Idx_0
1,37,1.0,1,In1_Out3,Connection,stuck_on,stuck_on
1,38,1.0,2,In2_Out1,Connection,stuck_off,stuck_off
1,39,1.0,1,In3_Out1,Connection,stuck_off,stuck_off
1,40,0.5,0,In0_Out2,Connection,stuck_off,stuck_off
1,41,1.0,1,In3_Out0,Connection,stuck_off,stuck_off
1,42,1.0,1,In0_Out0,Connection,stuck_on,stuck_on
1,43,1.0,1,In4_Out0,Connection,stuck_off,stuck_off
1,44,0.0,2,N0,Neuron,static,2.0
1,45,1.0,1,In2_Out2,Connection,stuck_off,stuck_off
1,46,1.0,2,In3_Out0,Connection,stuck_on,stuck_on
1,47,1.0,1,N0,Neuron,dynamic,Idx_0
1,48,1.0,2,In2_Out0,Connection,stuck_on,stuck_on
1,49,0.0,1,In2_Out4,Connection,stuck_on,stuck_on
1,50,1.0,1,In2_Out1,Connection,stuck_on,stuck_on
1,51,1.0,1,In0_Out3,Connection,stuck_off,stuck_off
1,52,1.0,1,In4_Out3,Connection,stuck_on,stuck_on
1,53,1.0,1,In1_Out0,Connection,stuck_on,stuck_on
1,54,0.5,2,In3_Out1,Connection,stuck_on,stuck_on
1,55,1.0,1,In3_Out2,Connection,stuck_on,stuck_on
1,56,0.5,1,N0,Neuron,static,2.0
1,57,1.0,1,In2_Out0,Connection,stuck_off,stuck_off
1,58,0.0,1,In3_Out4,Connection,stuck_on,stuck_on
1,59,1.0,1,N2,Neuron,static,3.0
1,60,0.0,1,N4,Neuron,static,3.0
1,61,0.0,2,N2,Neuron,static,3.0
1,62,0.0,1,In4_Out4,Connection,stuck_on,stuck_on
1,63,1.0,0,In0_Out2,Connection,stuck_on,stuck_on
1,64,1.0,1,In4_Out1,Connection,stuck_off,stuck_off
1,65,1.0,1,In0_Out3,Connection,stuck_off,stuck_off
1,66,1.0,1,In2_Out4,Connection,stuck_off,stuck_off
1,67,0.0,2,In2_Out2,Connection,stuck_off,stuck_off
1,68,0.0,2,In2_Out2,Connection,stuck_off,stuck_off
1,69,1.0,2,In2_Out1,Connection,stuck_off,stuck_off
1,70,1.0,1,In3_Out1,Connection,stuck_on,stuck_on
1,71,1.0,1,In4_Out3,Connection,stuck_off,stuck_off
1,72,1.0,1,In3_Out3,Connection,stuck_off,stuck_off
1,73,1.0,1,In3_Out0,Connection,stuck_off,stuck_off
1,74,1.0,1,In1_Out2,Connection,stuck_off,stuck_off
1,75,1.0,0,In0_Out0,Connection,stuck_on,stuck_on
1,76,0.0,2,N0,Neuron,dynamic,Idx_2
1,77,1.0,2,In3_Out2,Connection,stuck_off,stuck_off
1,78,1.0,2,In4_Out0,Connection,stuck_off,stuck_off
1,79,1.0,1,In4_Out1,Connection,stuck_on,stuck_on
1,80,1.0,1,In3_Out4,Connection,stuck_off,stuck_off
1,81,1.0,1,In1_Out2,Connection,stuck_on,stuck_on
1,82,1.0,0,In0_Out2,Connection,stuck_on,stuck_on
1,83,1.0,2,In1_Out1,Connection,stuck_off,stuck_off
1,84,1.0,2,In2_Out1,Connection,stuck_off,stuck_off
1,85,1.0,1,In0_Out1,Connection,stuck_on,stuck_on
1,86,1.0,0,In0_Out2,Connection,stuck_on,stuck_on
1,87,1.0,2,In3_Out1,Connection,stuck_off,stuck_off
1,88,0.0,2,In2_Out2,Connection,stuck_off,stuck_off
1,89,0.0,1,In1_Out4,Connection,stuck_on,stuck_on
1,90,0.0,0,N2,Neuron,static,3.0
1,91,1.0,1,In2_Out0,Connection,stuck_off,stuck_off
1,92,1.0,1,In3_Out1,Connection,stuck_on,stuck_on
1,93,1.0,0,N3,Neuron,static,0.0
1,94,1.0,1,In3_Out0,Connection,stuck_on,stuck_on
1,95,0.0,2,In0_Out0,Connection,stuck_on,stuck_on
1,96,1.0,2,In1_Out2,Connection,stuck_off,stuck_off
1,97,1.0,0,In0_Out4,Connection,stuck_on,stuck_on
1,98,1.0,1,In4_Out2,Connection,stuck_on,stuck_on
1,99,1.0,1,N0,Neuron,static,0.0
2,0,1.0,2,In3_Out1,Connection,stuck_off,stuck_off
2,1,0.5,2,In0_Out2,Connection,stuck_off,stuck_off
2,2,1.0,2,In3_Out1,Connection,stuck_on,stuck_on
2,3,0.0,1,N3,Neuron,dynamic,Idx_1
2,4,1.0,1,In0_Out4,Connection,stuck_off,stuck_off
2,5,1.0,1,In2_Out2,Connection,stuck_on,stuck_on
2,6,0.5,0,In0_Out4,Connection,stuck_off,stuck_off
2,7,0.5,2,N0,Neuron,static,2.0
2,8,1.0,1,In2_Out3,Connection,stuck_off,stuck_off
2,9,1.0,1,In2_Out3,Connection,stuck_on,stuck_on
2,10,0.0,0,N4,Neuron,static,0.0
2,11,0.5,0,N2,Neuron,static,2.0
2,12,0.5,2,N2,Neuron,static,3.0
2,13,0.0,2,In4_Out1,Connection,stuck_on,stuck_on
2,14,0.5,2,In0_Out2,Connection,stuck_off,stuck_off
2,15,0.5,2,In3_Out0,Connection,stuck_on,stuck_on
2,16,0.5,1,N4,Neuron,static,0.0
2,17,1.0,1,In4_Out3,Connection,stuck_on,stuck_on
2,18,0.5,1,In0_Out1,Connection,stuck_on,stuck_on
2,19,0.0,0,N2,Neuron,dynamic,Idx_1
2,20,1.0,1,In4_Out2,Connection,stuck_off,stuck_off
2,21,0.5,1,In4_Out4,Connection,stuck_off,stuck_off
2,22,0.5,1,In0_Out1,Connection,stuck_on,stuck_on
2,23,0.5,2,In0_Out2,Connection,stuck_on,stuck_on
2,24,0.5,2,In1_Out1,Connection,stuck_on,stuck_on
2,25,1.0,0,In0_Out1,Connection,stuck_off,stuck_off
2,26,1.0,1,In3_Out2,Connection,stuck_on,stuck_on
2,27,1.0,1,In1_Out2,Connection,stuck_on,stuck_on
2,28,1.0,1,In3_Out0,Connection,stuck_on,stuck_on
2,29,0.5,2,N0,Neuron,static,0.0
2,30,0.5,2,In1_Out2,Connection,stuck_off,stuck_off
2,31,0.5,2,In4_Out0,Connection,stuck_off,stuck_off
2,32,1.0,1,In2_Out4,Connection,stuck_off,stuck_off
2,33,0.0,0,N2,Neuron,dynamic,Idx_0
2,34,0.5,2,In3_Out2,Connection,stuck_on,stuck_on
2,35,1.0,2,In0_Out0,Connection,stuck_on,stuck_on
2,36,1.0,0,In0_Out2,Connection,stuck_on,stuck_on
2,37,1.0,1,N0,Neuron,dynamic,Idx_0
2,38,0.5,0,In0_Out3,Connection,stuck_off,stuck_off
2,39,1.0,0,N0,Neuron,static,0.0
2,40,0.5,2,N2,Neuron,dynamic,Idx_0
2,41,1.0,1,In2_Out1,Connection,stuck_on,stuck_on
2,42,1.0,1,In3_Out4,Connection,stuck_on,stuck_on
2,43,1.0,1,In4_Out0,Connection,stuck_off,stuck_off
2,44,1.0,1,In1_Out1,Connection,stuck_off,stuck_off
2,45,1.0,2,In1_Out1,Connection,stuck_off,stuck_off
2,46,0.5,2,N0,Neuron,dynamic,Idx_1
2,47,0.5,2,In1_Out2,Connection,stuck_on,stuck_on
2,48,1.0,1,In1_Out3,Connection,stuck_on,stuck_on
2,49,1.0,2,In4_Out2,Connection,stuck_off,stuck_off
2,50,1.0,1,In4_Out4,Connection,stuck_on,stuck_on
2,51,1.0,2,In3_Out0,Connection,stuck_off,stuck_off
2,52,1.0,1,In3_Out4,Connection,stuck_on,stuck_on
2,53,0.5,0,In0_Out4,Connection,stuck_off,stuck_off
2,54,0.5,2,N2,Neuron,static,2.0
2,55,0.0,1,N4,Neuron,static,2.0
2,56,1.0,1,In4_Out0,Connection,stuck_off,stuck_off
2,57,0.5,0,N4,Neuron,dynamic,Idx_1
2,58,1.0,2,N1,Neuron,dynamic,Idx_1
2,59,1.0,1,In0_Out4,Connection,stuck_off,stuck_off
2,60,0.5,2,In4_Out0,Connection,stuck_off,stuck_off
2,61,0.5,1,In3_Out4,Connection,stuck_off,stuck_off
2,62,1.0,0,N3,Neuron,dynamic,Idx_0
2,63,1.0,0,In0_Out2,Connection,stuck_on,stuck_on
2,64,1.0,0,N1,Neuron,dynamic,Idx_1
2,65,0.5,0,N3,Neuron,static,2.0
2,66,1.0,1,N1,Neuron,static,0.0
2,67,1.0,1,In3_Out3,Connection,stuck_on,stuck_on
2,68,1.0,0,In0_Out2,Connection,stuck_off,stuck_off
2,69,1.0,2,In1_Out0,Connection,stuck_on,stuck_on
2,70,1.0,1,In2_Out4,Connection,stuck_off,stuck_off
2,71,0.5,1,In4_Out1,Connection,stuck_on,stuck_on
2,72,1.0,1,In2_Out1,Connection,stuck_off,stuck_off
2,73,1.0,1,N1,Neuron,static,0.0
2,74,1.0,2,N1,Neuron,dynamic,Idx_0
2,75,0.5,1,In0_Out4,Connection,stuck_on,stuck_on
2,76,0.5,0,N3,Neuron,static,2.0
2,77,1.0,2,In4_Out2,Connection,stuck_off,stuck_off
2,78,0.5,1,In3_Out4,Connection,stuck_off,stuck_off
2,79,0.5,2,In0_Out1,Connection,stuck_on,stuck_on
2,80,1.0,1,In2_Out1,Connection,stuck_off,stuck_off
2,81,0.5,2,In4_Out2,Connection,stuck_on,stuck_on
2,82,0.0,1,N3,Neuron,static,0.0
2,83,1.0,1,In3_Out3,Connection,stuck_off,stuck_off
2,84,0.5,2,In0_Out2,Connection,stuck_on,stuck_on
2,85,0.5,1,In0_Out0,Connection,stuck_on,stuck_on
2,86,1.0,1,In1_Out4,Connection,stuck_on,stuck_on
2,87,1.0,1,In1_Out3,Connection,stuck_off,stuck_off
2,88,1.0,1,In1_Out0,Connection,stuck_on,stuck_on
2,89,0.5,2,In4_Out2,Connection,stuck_on,stuck_on
2,90,0.5,2,In0_Out2,Connection,stuck_off,stuck_off
2,91,0.0,2,N1,Neuron,dynamic,Idx_2
2,92,1.0,2,In3_Out1,Connection,stuck_off,stuck_off
2,93,0.5,1,N4,Neuron,static,0.0
2,94,1.0,2,In1_Out0,Connection,stuck_on,stuck_on
2,95,1.0,2,In3_Out0,Connection,stuck_off,stuck_off
2,96,1.0,1,In0_Out2,Connection,stuck_off,stuck_off
2,97,0.5,2,In0_Out2,Connection,stuck_off,stuck_off
2,98,1.0,0,In0_Out4,Connection,stuck_on,stuck_on
2,99,1.0,2,In4_Out2,Connection,stuck_off,stuck_off
3,0,0.0,0,N0,Neuron,dynamic,Idx_2
3,1,0.0,1,In4_Out3,Connection,stuck_on,stuck_on
3,2,0.0,1,In0_Out3,Connection,stuck_off,stuck_off
3,3,0.0,2,N1,Neuron,static,2.0
3,4,0.0,1,In3_Out1,Connection,stuck_on,stuck_on
3,5,0.0,1,In4_Out1,Connection,stuck_off,stuck_off
3,6,0.0,1,In2_Out4,Connection,stuck_on,stuck_on
3,7,0.0,1,In0_Out2,Connection,stuck_off,stuck_off
3,8,0.0,1,N1,Neuron,dynamic,Idx_2
3,9,0.0,0,N4,Neuron,dynamic,Idx_0
3,10,0.0,1,N3,Neuron,dynamic,Idx_2
3,11,0.0,2,In4_Out1,Connection,stuck_off,stuck_off
3,12,0.0,1,In1_Out4,Connection,stuck_off,stuck_off
3,13,0.0,1,In4_Out3,Connection,stuck_on,stuck_on
3,14,0.0,1,In0_Out3,Connection,stuck_off,stuck_off
3,15,0.0,0,In0_Out1,Connection,stuck_on,stuck_on
3,16,0.0,1,In4_Out4,Connection,stuck_off,stuck_off
3,17,1.0,1,N2,Neuron,dynamic,Idx_0
3,18,0.0,2,In0_Out1,Connection,stuck_off,stuck_off
3,19,1.0,2,In3_Out2,Connection,stuck_on,stuck_on
3,20,0.0,1,In4_Out4,Connection,stuck_on,stuck_on
3,21,1.0,1,N2,Neuron,dynamic,Idx_0
3,22,1.0,2,In4_Out2,Connection,stuck_on,stuck_on
3,23,0.0,0,N3,Neuron,dynamic,Idx_2
3,24,0.5,1,N1,Neuron,static,2.0
3,25,0.5,2,In4_Out0,Connection,stuck_off,stuck_off
3,26,1.0,0,N1,Neuron,static,3.0
3,27,0.0,0,In0_Out3,Connection,stuck_on,stuck_on
3,28,0.0,2,In3_Out2,Connection,stuck_off,stuck_off
3,29,0.0,1,In0_Out0,Connection,stuck_on,stuck_on
3,30,0.0,2,In4_Out2,Connection,stuck_off,stuck_off
3,31,0.0,2,In0_Out0,Connection,stuck_on,stuck_on
3,32,0.0,1,In4_Out0,Connection,stuck_on,stuck_on
3,33,0.0,1,In1_Out2,Connection,stuck_off,stuck_off
3,34,0.0,1,In3_Out4,Connection,stuck_off,stuck_off
3,35,0.0,0,N2,Neuron,static,0.0
3,36,0.0,0,In0_Out4,Connection,stuck_on,stuck_on
3,37,0.0,1,In0_Out0,Connection,stuck_on,stuck_on
3,38,0.0,0,In0_Out3,Connection,stuck_on,stuck_on
3,39,0.0,1,In1_Out1,Connection,stuck_on,stuck_on
3,40,0.0,1,N2,Neuron,static,3.0
3,41,0.0,0,In0_Out4,Connection,stuck_off,stuck_off
3,42,0.0,2,In3_Out0,Connection,stuck_off,stuck_off
3,43,0.0,2,In2_Out1,Connection,stuck_off,stuck_off
3,44,0.0,1,In3_Out1,Connection,stuck_off,stuck_off
3,45,0.0,1,In4_Out4,Connection,stuck_on,stuck_on
3,46,0.0,2,In3_Out0,Connection,stuck_off,stuck_off
3,47,0.0,0,In0_Out3,Connection,stuck_off,stuck_off
3,48,1.0,2,N2,Neuron,static,2.0
3,49,0.0,1,In2_Out2,Connection,stuck_on,stuck_on
3,50,0.0,0,N3,Neuron,dynamic,Idx_2
3,51,0.0,2,N2,Neuron,static,0.0
3,52,0.0,1,In4_Out0,Connection,stuck_off,stuck_off
3,53,0.0,0,In0_Out2,Connection,stuck_on,stuck_on
3,54,0.0,0,In0_Out0,Connection,stuck_off,stuck_off
3,55,1.0,0,N3,Neuron,static,2.0
3,56,0.0,2,N1,Neuron,dynamic,Idx_2
3,57,0.0,1,In4_Out4,Connection,stuck_off,stuck_off
3,58,0.0,2,N2,Neuron,static,0.0
3,59,0.0,1,In0_Out4,Connection,stuck_off,stuck_off
3,60,0.0,2,In3_Out2,Connection,stuck_off,stuck_off
3,61,0.0,1,In1_Out3,Connection,stuck_on,stuck_on
3,62,0.5,2,In3_Out0,Connection,stuck_on,stuck_on
3,63,0.0,1,In4_Out4,Connection,stuck_off,stuck_off
3,64,1.0,2,In1_Out2,Connection,stuck_on,stuck_on
3,65,1.0,0,N3,Neuron,static,3.0
3,66,0.0,2,In0_Out2,Connection,stuck_off,stuck_off
3,67,0.0,1,N4,Neuron,dynamic,Idx_0
3,68,0.0,1,In2_Out4,Connection,stuck_on,stuck_on
3,69,0.0,1,In3_Out3,Connection,stuck_off,stuck_off
3,70,1.0,2,In1_Out2,Connection,stuck_on,stuck_on
3,71,0.0,2,In2_Out0,Connection,stuck_off,stuck_off
3,72,0.0,1,In4_Out3,Connection,stuck_on,stuck_on
3,73,0.0,1,In0_Out2,Connection,stuck_off,stuck_off
3,74,0.0,1,In1_Out4,Connection,stuck_on,stuck_on
3,75,0.0,1,In0_Out4,Connection,stuck_on,stuck_on
3,76,0.0,1,In4_Out2,Connection,stuck_off,stuck_off
3,77,0.0,2,In2_Out1,Connection,stuck_off,stuck_off
3,78,0.0,1,In4_Out3,Connection,stuck_on,stuck_on
3,79,0.0,1,In0_Out1,Connection,stuck_on,stuck_on
3,80,0.0,2,In1_Out2,Connection,stuck_off,stuck_off
3,81,0.0,1,In0_Out3,Connection,stuck_on,stuck_on
3,82,0.0,1,In0_Out3,Connection,stuck_off,stuck_off
3,83,0.0,2,In3_Out2,Connection,stuck_off,stuck_off
3,84,0.0,1,In2_Out0,Connection,stuck_on,stuck_on
3,85,0.0,1,In1_Out3,Connection,stuck_off,stuck_off
3,86,1.0,1,N1,Neuron,static,3.0
3,87,0.0,1,In3_Out3,Connection,stuck_off,stuck_off
3,88,0.0,0,N1,Neuron,dynamic,Idx_0
3,89,0.0,1,In2_Out4,Connection,stuck_on,stuck_on
3,90,0.0,1,In3_Out1,Connection,stuck_off,stuck_off
3,91,0.0,1,In3_Out4,Connection,stuck_off,stuck_off
3,92,0.5,1,N1,Neuron,static,2.0
3,93,0.0,1,In2_Out1,Connection,stuck_off,stuck_off
3,94,0.5,2,In4_Out0,Connection,stuck_off,stuck_off
3,95,1.0,2,N2,Neuron,static,3.0
3,96,0.0,1,In4_Out0,Connection,stuck_off,stuck_off
3,97,0.0,0,N3,Neuron,dynamic,Idx_0
3,98,0.5,0,N1,Neuron,static,2.0
3,99,0.0,0,In0_Out3,Connection,stuck_off,stuck_off
4,0,0.5,2,In3_Out2,Connection,stuck_on,stuck_on
4,1,1.0,2,In4_Out0,Connection,stuck_off,stuck_off
4,2,1.0,2,In2_Out0,Connection,stuck_on,stuck_on
4,3,1.0,0,In0_Out2,Connection,stuck_on,stuck_on
4,4,0.5,2,In0_Out2,Connection,stuck_off,stuck_off
4,5,1.0,2,In4_Out2,Connection,stuck_on,stuck_on
4,6,0.5,2,N1,Neuron,static,2.0
4,7,0.0,2,In3_Out1,Connection,stuck_on,stuck_on
4,8,0.5,1,N2,Neuron,static,2.0
4,9,0.5,2,In3_Out2,Connection,stuck_off,stuck_off
4,10,0.0,2,In2_Out1,Connection,stuck_on,stuck_on
4,11,1.0,1,In2_Out4,Connection,stuck_off,stuck_off
4,12,0.5,1,In3_Out2,Connection,stuck_on,stuck_on
4,13,0.5,0,N1,Neuron,static,2.0
4,14,0.5,2,In1_Out2,Connection,stuck_on,stuck_on
4,15,0.0,2,In1_Out0,Connection,stuck_on,stuck_on
4,16,1.0,1,In2_Out1,Connection,stuck_on,stuck_on
4,17,1.0,1,In3_Out1,Connection,stuck_off,stuck_off
4,18,1.0,1,In2_Out0,Connection,stuck_on,stuck_on
4,19,0.5,0,N0,Neuron,static,2.0
4,20,0.5,1,In0_Out2,Connection,stuck_off,stuck_off
4,21,0.0,2,In3_Out1,Connection,stuck_on,stuck_on
4,22,0.0,1,In1_Out4,Connection,stuck_on,stuck_on
4,23,1.0,1,In2_Out4,Connection,stuck_off,stuck_off
4,24,1.0,1,In2_Out0,Connection,stuck_on,stuck_on
4,25,0.5,2,In2_Out2,Connection,stuck_on,stuck_on
4,26,0.5,0,N1,Neuron,static,2.0
4,27,0.0,1,N4,Neuron,dynamic,Idx_0
4,28,0.0,1,In3_Out4,Connection,stuck_on,stuck_on
4,29,0.5,1,In3_Out0,Connection,stuck_on,stuck_on
4,30,0.0,1,N4,Neuron,static,0.0
4,31,1.0,0,In0_Out3,Connection,stuck_off,stuck_off
4,32,0.5,1,In3_Out1,Connection,stuck_on,stuck_on
4,33,1.0,1,N0,Neuron,dynamic,Idx_2
4,34,0.0,0,N0,Neuron,dynamic,Idx_1
4,35,1.0,1,N1,Neuron,static,2.0
4,36,0.5,0,In0_Out3,Connection,stuck_on,stuck_on
4,37,0.5,2,In3_Out1,Connection,stuck_off,stuck_off
4,38,0.5,0,In0_Out1,Connection,stuck_on,stuck_on
4,39,0.5,1,In0_Out1,Connection,stuck_off,stuck_off
4,40,0.5,1,In2_Out1,Connection,stuck_off,stuck_off
4,41,0.5,1,In3_Out3,Connection,stuck_on,stuck_on
4,42,0.5,2,In2_Out2,Connection,stuck_on,stuck_on
4,43,0.0,1,In4_Out4,Connection,stuck_on,stuck_on
