run,method,dataset,metric,value,roc_mode
PSNN_wSurrGPT_woFaults_distalphalanxtw_run3,woFaults,distalphalanxtw,test_roc_micro_auc,0.7590199708938599,generic
PSNN_wSurrGPT_woFaults_distalphalanxtw_run3,woFaults,distalphalanxtw,test_roc_micro_auc_mode_none,0.7590199708938599,none
PSNN_wSurrGPT_woFaults_distalphalanxtw_run3,woFaults,distalphalanxtw,test_roc_micro_auc_mode_single,0.7691199779510498,single
PSNN_wSurrGPT_wFaults_distalphalanxtw_run3,wFaults,distalphalanxtw,test_acc_mode_none,0.4600000083446502,
PSNN_wSurrGPT_wFaults_distalphalanxtw_run3,wFaults,distalphalanxtw,test_acc_mode_single,0.4600000083446502,
PSNN_wSurrGPT_wFaults_distalphalanxtw_run3,wFaults,distalphalanxtw,val_loss,1.5486048460006714,
PSNN_wSurrGPT_wFaults_distalphalanxtw_run3,wFaults,distalphalanxtw,val_power,0.0009264100226573646,
PSNN_wSurrGPT_wFaults_distalphalanxtw_run3,wFaults,distalphalanxtw,test_roc_micro_auc,0.7884200215339661,generic
PSNN_wSurrGPT_wFaults_distalphalanxtw_run3,wFaults,distalphalanxtw,test_roc_micro_auc_mode_none,0.7884200215339661,none
PSNN_wSurrGPT_wFaults_distalphalanxtw_run3,wFaults,distalphalanxtw,test_roc_micro_auc_mode_single,0.7853099703788757,single
PSNN_wSurrGPT_wFaults_balancescale_run3,wFaults,balancescale,test_acc_mode_none,0.7088607549667358,
PSNN_wSurrGPT_wFaults_balancescale_run3,wFaults,balancescale,test_acc_mode_single,0.7721518874168396,
PSNN_wSurrGPT_wFaults_balancescale_run3,wFaults,balancescale,val_loss,0.8440309166908264,
PSNN_wSurrGPT_wFaults_balancescale_run3,wFaults,balancescale,val_power,0.005335042718797922,
PSNN_wSurrGPT_wFaults_balancescale_run3,wFaults,balancescale,test_roc_micro_auc,0.8324787616729736,generic
PSNN_wSurrGPT_wFaults_balancescale_run3,wFaults,balancescale,test_roc_micro_auc_mode_none,0.8324787616729736,none
PSNN_wSurrGPT_wFaults_balancescale_run3,wFaults,balancescale,test_roc_micro_auc_mode_single,0.8482614755630493,single
PSNN_wSurrGPT_woFaults_distalphalanxtw_run4,woFaults,distalphalanxtw,test_acc_mode_none,0.4600000083446502,
PSNN_wSurrGPT_woFaults_distalphalanxtw_run4,woFaults,distalphalanxtw,test_acc_mode_single,0.4600000083446502,
PSNN_wSurrGPT_woFaults_distalphalanxtw_run4,woFaults,distalphalanxtw,val_loss,1.5517266988754272,
PSNN_wSurrGPT_woFaults_distalphalanxtw_run4,woFaults,distalphalanxtw,val_power,0.0028078234754502773,
PSNN_wSurrGPT_woFaults_distalphalanxtw_run4,woFaults,distalphalanxtw,test_roc_micro_auc,0.7937399744987488,generic
PSNN_wSurrGPT_woFaults_distalphalanxtw_run4,woFaults,distalphalanxtw,test_roc_micro_auc_mode_none,0.7937399744987488,none
PSNN_wSurrGPT_woFaults_distalphalanxtw_run4,woFaults,distalphalanxtw,test_roc_micro_auc_mode_single,0.7893499732017517,single
PSNN_wSurrGPT_wFaults_distalphalanxtw_run4,wFaults,distalphalanxtw,test_acc_mode_none,0.4600000083446502,
PSNN_wSurrGPT_wFaults_distalphalanxtw_run4,wFaults,distalphalanxtw,test_acc_mode_single,0.4600000083446502,
PSNN_wSurrGPT_wFaults_distalphalanxtw_run4,wFaults,distalphalanxtw,val_loss,1.5769643783569336,
PSNN_wSurrGPT_wFaults_distalphalanxtw_run4,wFaults,distalphalanxtw,val_power,0.011324649676680563,
PSNN_wSurrGPT_wFaults_distalphalanxtw_run4,wFaults,distalphalanxtw,test_roc_micro_auc,0.7712399959564209,generic
PSNN_wSurrGPT_wFaults_distalphalanxtw_run4,wFaults,distalphalanxtw,test_roc_micro_auc_mode_none,0.7712399959564209,none
PSNN_wSurrGPT_wFaults_distalphalanxtw_run4,wFaults,distalphalanxtw,test_roc_micro_auc_mode_single,0.7650799751281738,single
PSNN_wSurrGPT_woFaults_balancescale_run4,woFaults,balancescale,val_loss,0.816987931728363,
PSNN_wSurrGPT_woFaults_balancescale_run4,woFaults,balancescale,val_power,0.0007245384040288627,
PSNN_wSurrGPT_woFaults_distalphalanxtw_run5,woFaults,distalphalanxtw,val_loss,1.552666425704956,
PSNN_wSurrGPT_woFaults_distalphalanxtw_run5,woFaults,distalphalanxtw,val_power,0.004119059536606073,
PSNN_wSurrGPT_wFaults_distalphalanxtw_run5,wFaults,distalphalanxtw,val_loss,1.5625970363616943,
PSNN_wSurrGPT_wFaults_distalphalanxtw_run5,wFaults,distalphalanxtw,val_power,0.0006336423684842885,
PSNN_wSurrGPT_wFaults_balancescale_run4,wFaults,balancescale,val_loss,0.9913771748542786,
PSNN_wSurrGPT_wFaults_balancescale_run4,wFaults,balancescale,val_power,0.0026657399721443653,
