,run,method,dataset,metric,value,roc_mode
228,PSNN_wSurrGPT_woFaults_balancescale_run3,woFaults,balancescale,test_roc_micro_auc,0.8275116086006165,generic
229,PSNN_wSurrGPT_woFaults_balancescale_run3,woFaults,balancescale,test_roc_micro_auc_mode_none,0.8275116086006165,none
230,PSNN_wSurrGPT_woFaults_balancescale_run3,woFaults,balancescale,test_roc_micro_auc_mode_single,0.8346418738365173,single
231,PSNN_wSurrGPT_woFaults_distalphalanxtw_run3,woFaults,distalphalanxtw,test_acc_mode_none,0.4600000083446502,
232,PSNN_wSurrGPT_woFaults_distalphalanxtw_run3,woFaults,distalphalanxtw,test_acc_mode_single,0.4600000083446502,
233,PSNN_wSurrGPT_woFaults_distalphalanxtw_run3,woFaults,distalphalanxtw,val_loss,1.545315861701965,
234,PSNN_wSurrGPT_woFaults_distalphalanxtw_run3,woFaults,distalphalanxtw,val_power,0.0016570733860135078,
235,PSNN_wSurrGPT_woFaults_distalphalanxtw_run3,woFaults,distalphalanxtw,test_roc_micro_auc,0.7590199708938599,generic
236,PSNN_wSurrGPT_woFaults_distalphalanxtw_run3,woFaults,distalphalanxtw,test_roc_micro_auc_mode_none,0.7590199708938599,none
237,PSNN_wSurrGPT_woFaults_distalphalanxtw_run3,woFaults,distalphalanxtw,test_roc_micro_auc_mode_single,0.7691199779510498,single
238,PSNN_wSurrGPT_wFaults_distalphalanxtw_run3,wFaults,distalphalanxtw,test_acc_mode_none,0.4600000083446502,
239,PSNN_wSurrGPT_wFaults_distalphalanxtw_run3,wFaults,distalphalanxtw,test_acc_mode_single,0.4600000083446502,
240,PSNN_wSurrGPT_wFaults_distalphalanxtw_run3,wFaults,distalphalanxtw,val_loss,1.5486048460006714,
241,PSNN_wSurrGPT_wFaults_distalphalanxtw_run3,wFaults,distalphalanxtw,val_power,0.0009264100226573646,
242,PSNN_wSurrGPT_wFaults_distalphalanxtw_run3,wFaults,distalphalanxtw,test_roc_micro_auc,0.7884200215339661,generic
243,PSNN_wSurrGPT_wFaults_distalphalanxtw_run3,wFaults,distalphalanxtw,test_roc_micro_auc_mode_none,0.7884200215339661,none
244,PSNN_wSurrGPT_wFaults_distalphalanxtw_run3,wFaults,distalphalanxtw,test_roc_micro_auc_mode_single,0.7853099703788757,single
245,PSNN_wSurrGPT_wFaults_balancescale_run3,wFaults,balancescale,test_acc_mode_none,0.7088607549667358,
246,PSNN_wSurrGPT_wFaults_balancescale_run3,wFaults,balancescale,test_acc_mode_single,0.7721518874168396,
247,PSNN_wSurrGPT_wFaults_balancescale_run3,wFaults,balancescale,val_loss,0.8440309166908264,
248,PSNN_wSurrGPT_wFaults_balancescale_run3,wFaults,balancescale,val_power,0.005335042718797922,
249,PSNN_wSurrGPT_wFaults_balancescale_run3,wFaults,balancescale,test_roc_micro_auc,0.8324787616729736,generic
250,PSNN_wSurrGPT_wFaults_balancescale_run3,wFaults,balancescale,test_roc_micro_auc_mode_none,0.8324787616729736,none
251,PSNN_wSurrGPT_wFaults_balancescale_run3,wFaults,balancescale,test_roc_micro_auc_mode_single,0.8482614755630493,single
252,PSNN_wSurrGPT_woFaults_distalphalanxtw_run4,woFaults,distalphalanxtw,test_acc_mode_none,0.4600000083446502,
253,PSNN_wSurrGPT_woFaults_distalphalanxtw_run4,woFaults,distalphalanxtw,test_acc_mode_single,0.4600000083446502,
254,PSNN_wSurrGPT_woFaults_distalphalanxtw_run4,woFaults,distalphalanxtw,val_loss,1.5517266988754272,
255,PSNN_wSurrGPT_woFaults_distalphalanxtw_run4,woFaults,distalphalanxtw,val_power,0.0028078234754502773,
256,PSNN_wSurrGPT_woFaults_distalphalanxtw_run4,woFaults,distalphalanxtw,test_roc_micro_auc,0.7937399744987488,generic
257,PSNN_wSurrGPT_woFaults_distalphalanxtw_run4,woFaults,distalphalanxtw,test_roc_micro_auc_mode_none,0.7937399744987488,none
258,PSNN_wSurrGPT_woFaults_distalphalanxtw_run4,woFaults,distalphalanxtw,test_roc_micro_auc_mode_single,0.7893499732017517,single
259,PSNN_wSurrGPT_wFaults_distalphalanxtw_run4,wFaults,distalphalanxtw,test_acc_mode_none,0.4600000083446502,
260,PSNN_wSurrGPT_wFaults_distalphalanxtw_run4,wFaults,distalphalanxtw,test_acc_mode_single,0.4600000083446502,
261,PSNN_wSurrGPT_wFaults_distalphalanxtw_run4,wFaults,distalphalanxtw,val_loss,1.5769643783569336,
262,PSNN_wSurrGPT_wFaults_distalphalanxtw_run4,wFaults,distalphalanxtw,val_power,0.011324649676680563,
263,PSNN_wSurrGPT_wFaults_distalphalanxtw_run4,wFaults,distalphalanxtw,test_roc_micro_auc,0.7712399959564209,generic
264,PSNN_wSurrGPT_wFaults_distalphalanxtw_run4,wFaults,distalphalanxtw,test_roc_micro_auc_mode_none,0.7712399959564209,none
265,PSNN_wSurrGPT_wFaults_distalphalanxtw_run4,wFaults,distalphalanxtw,test_roc_micro_auc_mode_single,0.7650799751281738,single
266,PSNN_wSurrGPT_woFaults_balancescale_run4,woFaults,balancescale,test_acc_mode_none,0.8227847814559937,
267,PSNN_wSurrGPT_woFaults_balancescale_run4,woFaults,balancescale,test_acc_mode_single,0.797468364238739,
268,PSNN_wSurrGPT_woFaults_balancescale_run4,woFaults,balancescale,val_loss,0.8168872594833374,
269,PSNN_wSurrGPT_woFaults_balancescale_run4,woFaults,balancescale,val_power,0.004237929824739695,
270,PSNN_wSurrGPT_woFaults_balancescale_run4,woFaults,balancescale,test_roc_micro_auc,0.8676494359970093,generic
271,PSNN_wSurrGPT_woFaults_balancescale_run4,woFaults,balancescale,test_roc_micro_auc_mode_none,0.8676494359970093,none
272,PSNN_wSurrGPT_woFaults_balancescale_run4,woFaults,balancescale,test_roc_micro_auc_mode_single,0.8679698705673218,single
273,PSNN_wSurrGPT_woFaults_distalphalanxtw_run5,woFaults,distalphalanxtw,test_acc_mode_none,0.4600000083446502,
274,PSNN_wSurrGPT_woFaults_distalphalanxtw_run5,woFaults,distalphalanxtw,test_acc_mode_single,0.4600000083446502,
275,PSNN_wSurrGPT_woFaults_distalphalanxtw_run5,woFaults,distalphalanxtw,val_loss,1.551509976387024,
276,PSNN_wSurrGPT_woFaults_distalphalanxtw_run5,woFaults,distalphalanxtw,val_power,0.0048073469661176205,
277,PSNN_wSurrGPT_woFaults_distalphalanxtw_run5,woFaults,distalphalanxtw,test_roc_micro_auc,0.7130299806594849,generic
278,PSNN_wSurrGPT_woFaults_distalphalanxtw_run5,woFaults,distalphalanxtw,test_roc_micro_auc_mode_none,0.7130299806594849,none
279,PSNN_wSurrGPT_woFaults_distalphalanxtw_run5,woFaults,distalphalanxtw,test_roc_micro_auc_mode_single,0.7130200266838074,single
280,PSNN_wSurrGPT_wFaults_distalphalanxtw_run5,wFaults,distalphalanxtw,test_acc_mode_none,0.4600000083446502,
281,PSNN_wSurrGPT_wFaults_distalphalanxtw_run5,wFaults,distalphalanxtw,test_acc_mode_single,0.4600000083446502,
282,PSNN_wSurrGPT_wFaults_distalphalanxtw_run5,wFaults,distalphalanxtw,val_loss,1.5752300024032593,
283,PSNN_wSurrGPT_wFaults_distalphalanxtw_run5,wFaults,distalphalanxtw,val_power,0.005559065379202366,
284,PSNN_wSurrGPT_wFaults_distalphalanxtw_run5,wFaults,distalphalanxtw,test_roc_micro_auc,0.7180799841880798,generic
285,PSNN_wSurrGPT_wFaults_distalphalanxtw_run5,wFaults,distalphalanxtw,test_roc_micro_auc_mode_none,0.7180799841880798,none
286,PSNN_wSurrGPT_wFaults_distalphalanxtw_run5,wFaults,distalphalanxtw,test_roc_micro_auc_mode_single,0.7111700177192688,single
287,PSNN_wSurrGPT_wFaults_balancescale_run4,wFaults,balancescale,test_acc_mode_none,0.8734177350997925,
288,PSNN_wSurrGPT_wFaults_balancescale_run4,wFaults,balancescale,test_acc_mode_single,0.8607594966888428,
289,PSNN_wSurrGPT_wFaults_balancescale_run4,wFaults,balancescale,val_loss,0.8544052243232727,
290,PSNN_wSurrGPT_wFaults_balancescale_run4,wFaults,balancescale,val_power,0.002917863894253969,
291,PSNN_wSurrGPT_wFaults_balancescale_run4,wFaults,balancescale,test_roc_micro_auc,0.915558397769928,generic
292,PSNN_wSurrGPT_wFaults_balancescale_run4,wFaults,balancescale,test_roc_micro_auc_mode_none,0.915558397769928,none
293,PSNN_wSurrGPT_wFaults_balancescale_run4,wFaults,balancescale,test_roc_micro_auc_mode_single,0.9077070951461792,single
294,PSNN_wSurrGPT_woFaults_distalphalanxtw_run6,woFaults,distalphalanxtw,test_acc_mode_none,0.4600000083446502,
295,PSNN_wSurrGPT_woFaults_distalphalanxtw_run6,woFaults,distalphalanxtw,test_acc_mode_single,0.4600000083446502,
296,PSNN_wSurrGPT_woFaults_distalphalanxtw_run6,woFaults,distalphalanxtw,val_loss,1.5397824048995972,
297,PSNN_wSurrGPT_woFaults_distalphalanxtw_run6,woFaults,distalphalanxtw,val_power,0.003141844877973199,
298,PSNN_wSurrGPT_woFaults_distalphalanxtw_run6,woFaults,distalphalanxtw,test_roc_micro_auc,0.8142099976539612,generic
299,PSNN_wSurrGPT_woFaults_distalphalanxtw_run6,woFaults,distalphalanxtw,test_roc_micro_auc_mode_none,0.8142099976539612,none
300,PSNN_wSurrGPT_woFaults_distalphalanxtw_run6,woFaults,distalphalanxtw,test_roc_micro_auc_mode_single,0.781059980392456,single
301,PSNN_wSurrGPT_wFaults_powercons_run1,wFaults,powercons,test_acc_mode_none,0.625,
302,PSNN_wSurrGPT_wFaults_powercons_run1,wFaults,powercons,test_acc_mode_single,0.6111111044883728,
303,PSNN_wSurrGPT_wFaults_powercons_run1,wFaults,powercons,val_loss,0.6933843493461609,
304,PSNN_wSurrGPT_wFaults_powercons_run1,wFaults,powercons,val_power,0.0013076396426185966,
305,PSNN_wSurrGPT_wFaults_powercons_run1,wFaults,powercons,test_roc_micro_auc,0.7142857313156128,generic
306,PSNN_wSurrGPT_wFaults_powercons_run1,wFaults,powercons,test_roc_micro_auc_mode_none,0.7142857313156128,none
307,PSNN_wSurrGPT_wFaults_powercons_run1,wFaults,powercons,test_roc_micro_auc_mode_single,0.6362934112548828,single
308,PSNN_wSurrGPT_woFaults_powercons_run1,woFaults,powercons,test_acc_mode_none,0.4861111044883728,
309,PSNN_wSurrGPT_woFaults_powercons_run1,woFaults,powercons,test_acc_mode_single,0.4861111044883728,
310,PSNN_wSurrGPT_woFaults_powercons_run1,woFaults,powercons,val_loss,0.6935163140296936,
311,PSNN_wSurrGPT_woFaults_powercons_run1,woFaults,powercons,val_power,0.0025389492511749268,
312,PSNN_wSurrGPT_woFaults_powercons_run1,woFaults,powercons,test_roc_micro_auc,0.6667953729629517,generic
313,PSNN_wSurrGPT_woFaults_powercons_run1,woFaults,powercons,test_roc_micro_auc_mode_none,0.6667953729629517,none
314,PSNN_wSurrGPT_woFaults_powercons_run1,woFaults,powercons,test_roc_micro_auc_mode_single,0.6833977103233337,single
315,PSNN_wSurrGPT_woFaults_slope_run1,woFaults,slope,test_acc_mode_none,0.5,
316,PSNN_wSurrGPT_woFaults_slope_run1,woFaults,slope,test_acc_mode_single,0.5,
317,PSNN_wSurrGPT_woFaults_slope_run1,woFaults,slope,val_loss,0.6942521929740906,
318,PSNN_wSurrGPT_woFaults_slope_run1,woFaults,slope,val_power,0.0001612438791198656,
319,PSNN_wSurrGPT_woFaults_slope_run1,woFaults,slope,test_roc_micro_auc,0.3370000123977661,generic
320,PSNN_wSurrGPT_woFaults_slope_run1,woFaults,slope,test_roc_micro_auc_mode_none,0.3370000123977661,none
321,PSNN_wSurrGPT_woFaults_slope_run1,woFaults,slope,test_roc_micro_auc_mode_single,0.7325999736785889,single
322,PSNN_wSurrGPT_wFaults_slope_run1,wFaults,slope,test_acc_mode_none,0.5,
323,PSNN_wSurrGPT_wFaults_slope_run1,wFaults,slope,test_acc_mode_single,0.5,
324,PSNN_wSurrGPT_wFaults_slope_run1,wFaults,slope,val_loss,0.6932833790779114,
325,PSNN_wSurrGPT_wFaults_slope_run1,wFaults,slope,val_power,0.0007792339310981333,
326,PSNN_wSurrGPT_wFaults_slope_run1,wFaults,slope,test_roc_micro_auc,0.7699999809265137,generic
327,PSNN_wSurrGPT_wFaults_slope_run1,wFaults,slope,test_roc_micro_auc_mode_none,0.7699999809265137,none
328,PSNN_wSurrGPT_wFaults_slope_run1,wFaults,slope,test_roc_micro_auc_mode_single,0.7311999797821045,single
329,PSNN_wSurrGPT_wFaults_energyy1_run1,wFaults,energyy1,test_acc_mode_none,0.8481012582778931,
330,PSNN_wSurrGPT_wFaults_energyy1_run1,wFaults,energyy1,test_acc_mode_single,0.797468364238739,
331,PSNN_wSurrGPT_wFaults_energyy1_run1,wFaults,energyy1,val_loss,0.9408279657363892,
332,PSNN_wSurrGPT_wFaults_energyy1_run1,wFaults,energyy1,val_power,0.001678568427450955,
333,PSNN_wSurrGPT_wFaults_energyy1_run1,wFaults,energyy1,test_roc_micro_auc,0.8803877830505371,generic
334,PSNN_wSurrGPT_wFaults_energyy1_run1,wFaults,energyy1,test_roc_micro_auc_mode_none,0.8803877830505371,none
335,PSNN_wSurrGPT_wFaults_energyy1_run1,wFaults,energyy1,test_roc_micro_auc_mode_single,0.8779842853546143,single
336,PSNN_wSurrGPT_woFaults_energyy1_run1,woFaults,energyy1,test_acc_mode_none,0.8481012582778931,
337,PSNN_wSurrGPT_woFaults_energyy1_run1,woFaults,energyy1,test_acc_mode_single,0.8481012582778931,
338,PSNN_wSurrGPT_woFaults_energyy1_run1,woFaults,energyy1,val_loss,0.9333648681640624,
339,PSNN_wSurrGPT_woFaults_energyy1_run1,woFaults,energyy1,val_power,0.0012446274049580095,
340,PSNN_wSurrGPT_woFaults_energyy1_run1,woFaults,energyy1,test_roc_micro_auc,0.8599182963371277,generic
341,PSNN_wSurrGPT_woFaults_energyy1_run1,woFaults,energyy1,test_roc_micro_auc_mode_none,0.8599182963371277,none
342,PSNN_wSurrGPT_woFaults_energyy1_run1,woFaults,energyy1,test_roc_micro_auc_mode_single,0.8417721390724182,single
343,PSNN_wSurrGPT_woFaults_seeds_run1,woFaults,seeds,test_acc_mode_none,0.20930232107639313,
344,PSNN_wSurrGPT_woFaults_seeds_run1,woFaults,seeds,test_acc_mode_single,0.20930232107639313,
345,PSNN_wSurrGPT_woFaults_seeds_run1,woFaults,seeds,val_loss,1.109189748764038,
346,PSNN_wSurrGPT_woFaults_seeds_run1,woFaults,seeds,val_power,0.0019070858834311368,
347,PSNN_wSurrGPT_woFaults_seeds_run1,woFaults,seeds,test_roc_micro_auc,0.31246620416641235,generic
348,PSNN_wSurrGPT_woFaults_seeds_run1,woFaults,seeds,test_roc_micro_auc_mode_none,0.31246620416641235,none
349,PSNN_wSurrGPT_woFaults_seeds_run1,woFaults,seeds,test_roc_micro_auc_mode_single,0.3204434812068939,single
350,PSNN_wSurrGPT_wFaults_seeds_run1,wFaults,seeds,test_acc_mode_none,0.20930232107639313,
351,PSNN_wSurrGPT_wFaults_seeds_run1,wFaults,seeds,test_acc_mode_single,0.20930232107639313,
352,PSNN_wSurrGPT_wFaults_seeds_run1,wFaults,seeds,val_loss,1.1130329370498655,
353,PSNN_wSurrGPT_wFaults_seeds_run1,wFaults,seeds,val_power,0.002353779273107648,
354,PSNN_wSurrGPT_wFaults_seeds_run1,wFaults,seeds,test_roc_micro_auc,0.3043537139892578,generic
355,PSNN_wSurrGPT_wFaults_seeds_run1,wFaults,seeds,test_roc_micro_auc_mode_none,0.3043537139892578,none
356,PSNN_wSurrGPT_wFaults_seeds_run1,wFaults,seeds,test_roc_micro_auc_mode_single,0.3032720386981964,single
357,PSNN_wSurrGPT_wFaults_tictactoe_run1,wFaults,tictactoe,test_acc_mode_none,0.6708860993385315,
358,PSNN_wSurrGPT_wFaults_tictactoe_run1,wFaults,tictactoe,test_acc_mode_single,0.6708860993385315,
359,PSNN_wSurrGPT_wFaults_tictactoe_run1,wFaults,tictactoe,val_loss,0.5910098552703857,
360,PSNN_wSurrGPT_wFaults_tictactoe_run1,wFaults,tictactoe,val_power,0.006078612059354782,
361,PSNN_wSurrGPT_wFaults_tictactoe_run1,wFaults,tictactoe,test_roc_micro_auc,0.6124818325042725,generic
362,PSNN_wSurrGPT_wFaults_tictactoe_run1,wFaults,tictactoe,test_roc_micro_auc_mode_none,0.6124818325042725,none
363,PSNN_wSurrGPT_wFaults_tictactoe_run1,wFaults,tictactoe,test_roc_micro_auc_mode_single,0.6015965342521667,single
364,PSNN_wSurrGPT_woFaults_tictactoe_run1,woFaults,tictactoe,test_acc_mode_none,0.6708860993385315,
365,PSNN_wSurrGPT_woFaults_tictactoe_run1,woFaults,tictactoe,test_acc_mode_single,0.6708860993385315,
366,PSNN_wSurrGPT_woFaults_tictactoe_run1,woFaults,tictactoe,val_loss,0.5805786848068237,
367,PSNN_wSurrGPT_woFaults_tictactoe_run1,woFaults,tictactoe,val_power,0.002637942088767886,
368,PSNN_wSurrGPT_woFaults_tictactoe_run1,woFaults,tictactoe,test_roc_micro_auc,0.6632801294326782,generic
369,PSNN_wSurrGPT_woFaults_tictactoe_run1,woFaults,tictactoe,test_roc_micro_auc_mode_none,0.6632801294326782,none
370,PSNN_wSurrGPT_woFaults_tictactoe_run1,woFaults,tictactoe,test_roc_micro_auc_mode_single,0.6792452931404114,single
371,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run1,woFaults,gunpointoldversusyoung,test_acc_mode_none,1.0,
372,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run1,woFaults,gunpointoldversusyoung,test_acc_mode_single,0.9450549483299256,
373,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run1,woFaults,gunpointoldversusyoung,val_loss,0.6177217364311218,
374,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run1,woFaults,gunpointoldversusyoung,val_power,0.002035539597272873,
375,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run1,woFaults,gunpointoldversusyoung,test_roc_micro_auc,1.0,generic
376,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run1,woFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_none,1.0,none
377,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run1,woFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_single,0.9970986247062684,single
378,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run1,wFaults,gunpointoldversusyoung,test_acc_mode_none,1.0,
379,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run1,wFaults,gunpointoldversusyoung,test_acc_mode_single,1.0,
380,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run1,wFaults,gunpointoldversusyoung,val_loss,0.6230623126029968,
381,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run1,wFaults,gunpointoldversusyoung,val_power,0.001281682401895523,
382,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run1,wFaults,gunpointoldversusyoung,test_roc_micro_auc,1.0,generic
383,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run1,wFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_none,1.0,none
384,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run1,wFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_single,1.0,single
385,PSNN_wSurrGPT_wFaults_selfregulationscp2_run1,wFaults,selfregulationscp2,test_acc_mode_none,0.5263158082962036,
386,PSNN_wSurrGPT_wFaults_selfregulationscp2_run1,wFaults,selfregulationscp2,test_acc_mode_single,0.5263158082962036,
387,PSNN_wSurrGPT_wFaults_selfregulationscp2_run1,wFaults,selfregulationscp2,val_loss,0.6932634115219116,
388,PSNN_wSurrGPT_wFaults_selfregulationscp2_run1,wFaults,selfregulationscp2,val_power,0.0006873641395941377,
389,PSNN_wSurrGPT_wFaults_selfregulationscp2_run1,wFaults,selfregulationscp2,test_roc_micro_auc,0.5319444537162781,generic
390,PSNN_wSurrGPT_wFaults_selfregulationscp2_run1,wFaults,selfregulationscp2,test_roc_micro_auc_mode_none,0.5319444537162781,none
391,PSNN_wSurrGPT_wFaults_selfregulationscp2_run1,wFaults,selfregulationscp2,test_roc_micro_auc_mode_single,0.5534722208976746,single
392,PSNN_wSurrGPT_woFaults_selfregulationscp2_run1,woFaults,selfregulationscp2,test_acc_mode_none,0.5263158082962036,
393,PSNN_wSurrGPT_woFaults_selfregulationscp2_run1,woFaults,selfregulationscp2,test_acc_mode_single,0.5263158082962036,
394,PSNN_wSurrGPT_woFaults_selfregulationscp2_run1,woFaults,selfregulationscp2,val_loss,0.693231999874115,
395,PSNN_wSurrGPT_woFaults_selfregulationscp2_run1,woFaults,selfregulationscp2,val_power,0.0004856304149143398,
396,PSNN_wSurrGPT_woFaults_selfregulationscp2_run1,woFaults,selfregulationscp2,test_roc_micro_auc,0.597569465637207,generic
397,PSNN_wSurrGPT_woFaults_selfregulationscp2_run1,woFaults,selfregulationscp2,test_roc_micro_auc_mode_none,0.597569465637207,none
398,PSNN_wSurrGPT_woFaults_selfregulationscp2_run1,woFaults,selfregulationscp2,test_roc_micro_auc_mode_single,0.5913194417953491,single
399,PSNN_wSurrGPT_wFaults_powercons_run2,wFaults,powercons,test_acc_mode_none,0.5,
400,PSNN_wSurrGPT_wFaults_powercons_run2,wFaults,powercons,test_acc_mode_single,0.5694444179534912,
401,PSNN_wSurrGPT_wFaults_powercons_run2,wFaults,powercons,val_loss,0.6936044692993164,
402,PSNN_wSurrGPT_wFaults_powercons_run2,wFaults,powercons,val_power,0.004270436242222786,
403,PSNN_wSurrGPT_wFaults_powercons_run2,wFaults,powercons,test_roc_micro_auc,0.6393822431564331,generic
404,PSNN_wSurrGPT_wFaults_powercons_run2,wFaults,powercons,test_roc_micro_auc_mode_none,0.6393822431564331,none
405,PSNN_wSurrGPT_wFaults_powercons_run2,wFaults,powercons,test_roc_micro_auc_mode_single,0.5420849323272705,single
406,PSNN_wSurrGPT_wFaults_powercons_run2,wFaults,powercons,test_acc_mode_none,0.4861111044883728,
407,PSNN_wSurrGPT_wFaults_powercons_run2,wFaults,powercons,test_acc_mode_single,0.4861111044883728,
408,PSNN_wSurrGPT_wFaults_powercons_run2,wFaults,powercons,val_loss,0.6933961510658264,
409,PSNN_wSurrGPT_wFaults_powercons_run2,wFaults,powercons,val_power,0.0012890372890979052,
410,PSNN_wSurrGPT_wFaults_powercons_run2,wFaults,powercons,test_roc_micro_auc,0.4223938286304474,generic
411,PSNN_wSurrGPT_wFaults_powercons_run2,wFaults,powercons,test_roc_micro_auc_mode_none,0.4223938286304474,none
412,PSNN_wSurrGPT_wFaults_powercons_run2,wFaults,powercons,test_roc_micro_auc_mode_single,0.29768338799476624,single
413,PSNN_wSurrGPT_woFaults_seeds_run2,woFaults,seeds,test_acc_mode_none,0.5348837375640869,
414,PSNN_wSurrGPT_woFaults_seeds_run2,woFaults,seeds,test_acc_mode_single,0.5348837375640869,
415,PSNN_wSurrGPT_woFaults_seeds_run2,woFaults,seeds,val_loss,1.1093071699142456,
416,PSNN_wSurrGPT_woFaults_seeds_run2,woFaults,seeds,val_power,0.0014499922981485724,
417,PSNN_wSurrGPT_woFaults_seeds_run2,woFaults,seeds,test_roc_micro_auc,0.6691454648971558,generic
418,PSNN_wSurrGPT_woFaults_seeds_run2,woFaults,seeds,test_roc_micro_auc_mode_none,0.6691454648971558,none
419,PSNN_wSurrGPT_woFaults_seeds_run2,woFaults,seeds,test_roc_micro_auc_mode_single,0.6860465407371521,single
420,PSNN_wSurrGPT_wFaults_slope_run2,wFaults,slope,test_acc_mode_none,0.5,
421,PSNN_wSurrGPT_wFaults_slope_run2,wFaults,slope,test_acc_mode_single,0.5,
422,PSNN_wSurrGPT_wFaults_slope_run2,wFaults,slope,val_loss,0.6789188385009766,
423,PSNN_wSurrGPT_wFaults_slope_run2,wFaults,slope,val_power,0.00013375747948884964,
424,PSNN_wSurrGPT_wFaults_slope_run2,wFaults,slope,test_roc_micro_auc,0.8159999847412109,generic
425,PSNN_wSurrGPT_wFaults_slope_run2,wFaults,slope,test_roc_micro_auc_mode_none,0.8159999847412109,none
426,PSNN_wSurrGPT_wFaults_slope_run2,wFaults,slope,test_roc_micro_auc_mode_single,0.2287999987602234,single
427,PSNN_wSurrGPT_woFaults_slope_run2,woFaults,slope,test_acc_mode_none,0.5,
428,PSNN_wSurrGPT_woFaults_slope_run2,woFaults,slope,test_acc_mode_single,0.5,
429,PSNN_wSurrGPT_woFaults_slope_run2,woFaults,slope,val_loss,0.6939740180969238,
430,PSNN_wSurrGPT_woFaults_slope_run2,woFaults,slope,val_power,0.0002530572237446904,
431,PSNN_wSurrGPT_woFaults_slope_run2,woFaults,slope,test_roc_micro_auc,0.6424000263214111,generic
432,PSNN_wSurrGPT_woFaults_slope_run2,woFaults,slope,test_roc_micro_auc_mode_none,0.6424000263214111,none
433,PSNN_wSurrGPT_woFaults_slope_run2,woFaults,slope,test_roc_micro_auc_mode_single,0.962000012397766,single
434,PSNN_wSurrGPT_wFaults_seeds_run2,wFaults,seeds,test_acc_mode_none,0.25581395626068115,
435,PSNN_wSurrGPT_wFaults_seeds_run2,wFaults,seeds,test_acc_mode_single,0.25581395626068115,
436,PSNN_wSurrGPT_wFaults_seeds_run2,wFaults,seeds,val_loss,1.1123569011688232,
437,PSNN_wSurrGPT_wFaults_seeds_run2,wFaults,seeds,val_power,0.00022364679898601025,
438,PSNN_wSurrGPT_wFaults_seeds_run2,wFaults,seeds,test_roc_micro_auc,0.5070308446884155,generic
439,PSNN_wSurrGPT_wFaults_seeds_run2,wFaults,seeds,test_roc_micro_auc_mode_none,0.5070308446884155,none
440,PSNN_wSurrGPT_wFaults_seeds_run2,wFaults,seeds,test_roc_micro_auc_mode_single,0.4917522966861725,single
441,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run2,wFaults,gunpointoldversusyoung,test_acc_mode_none,0.9450549483299256,
442,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run2,wFaults,gunpointoldversusyoung,test_acc_mode_single,0.9230769276618958,
443,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run2,wFaults,gunpointoldversusyoung,val_loss,0.6371381878852844,
444,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run2,wFaults,gunpointoldversusyoung,val_power,0.0017183335730805993,
445,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run2,wFaults,gunpointoldversusyoung,test_roc_micro_auc,1.0,generic
446,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run2,wFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_none,1.0,none
447,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run2,wFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_single,1.0,single
448,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run2,woFaults,gunpointoldversusyoung,test_acc_mode_none,1.0,
449,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run2,woFaults,gunpointoldversusyoung,test_acc_mode_single,0.692307710647583,
450,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run2,woFaults,gunpointoldversusyoung,val_loss,0.6449307799339294,
451,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run2,woFaults,gunpointoldversusyoung,val_power,0.006981040816754103,
452,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run2,woFaults,gunpointoldversusyoung,test_roc_micro_auc,1.0,generic
453,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run2,woFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_none,1.0,none
454,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run2,woFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_single,0.9535783529281616,single
