,run,method,dataset,metric,value,roc_mode
455,PSNN_wSurrGPT_woFaults_selfregulationscp2_run2,woFaults,selfregulationscp2,test_acc_mode_none,0.5263158082962036,
456,PSNN_wSurrGPT_woFaults_selfregulationscp2_run2,woFaults,selfregulationscp2,test_acc_mode_single,0.5263158082962036,
457,PSNN_wSurrGPT_woFaults_selfregulationscp2_run2,woFaults,selfregulationscp2,val_loss,0.6932253837585449,
458,PSNN_wSurrGPT_woFaults_selfregulationscp2_run2,woFaults,selfregulationscp2,val_power,0.00019817125576082617,
459,PSNN_wSurrGPT_woFaults_selfregulationscp2_run2,woFaults,selfregulationscp2,test_roc_micro_auc,0.5777778029441833,generic
460,PSNN_wSurrGPT_woFaults_selfregulationscp2_run2,woFaults,selfregulationscp2,test_roc_micro_auc_mode_none,0.5777778029441833,none
461,PSNN_wSurrGPT_woFaults_selfregulationscp2_run2,woFaults,selfregulationscp2,test_roc_micro_auc_mode_single,0.5239583253860474,single
462,PSNN_wSurrGPT_wFaults_selfregulationscp2_run2,wFaults,selfregulationscp2,test_acc_mode_none,0.5263158082962036,
463,PSNN_wSurrGPT_wFaults_selfregulationscp2_run2,wFaults,selfregulationscp2,test_acc_mode_single,0.5263158082962036,
464,PSNN_wSurrGPT_wFaults_selfregulationscp2_run2,wFaults,selfregulationscp2,val_loss,0.6932291984558105,
465,PSNN_wSurrGPT_wFaults_selfregulationscp2_run2,wFaults,selfregulationscp2,val_power,0.00011586858454393224,
466,PSNN_wSurrGPT_wFaults_selfregulationscp2_run2,wFaults,selfregulationscp2,test_roc_micro_auc,0.5597222447395325,generic
467,PSNN_wSurrGPT_wFaults_selfregulationscp2_run2,wFaults,selfregulationscp2,test_roc_micro_auc_mode_none,0.5597222447395325,none
468,PSNN_wSurrGPT_wFaults_selfregulationscp2_run2,wFaults,selfregulationscp2,test_roc_micro_auc_mode_single,0.5229166746139526,single
469,PSNN_wSurrGPT_wFaults_powercons_run3,wFaults,powercons,test_acc_mode_none,0.4861111044883728,
470,PSNN_wSurrGPT_wFaults_powercons_run3,wFaults,powercons,test_acc_mode_single,0.4861111044883728,
471,PSNN_wSurrGPT_wFaults_powercons_run3,wFaults,powercons,val_loss,0.6943087577819824,
472,PSNN_wSurrGPT_wFaults_powercons_run3,wFaults,powercons,val_power,0.012684139423072338,
473,PSNN_wSurrGPT_wFaults_powercons_run3,wFaults,powercons,test_roc_micro_auc,0.49768340587615967,generic
474,PSNN_wSurrGPT_wFaults_powercons_run3,wFaults,powercons,test_roc_micro_auc_mode_none,0.49768340587615967,none
475,PSNN_wSurrGPT_wFaults_powercons_run3,wFaults,powercons,test_roc_micro_auc_mode_single,0.4216216206550598,single
476,PSNN_wSurrGPT_woFaults_powercons_run3,woFaults,powercons,test_acc_mode_none,0.4861111044883728,
477,PSNN_wSurrGPT_woFaults_powercons_run3,woFaults,powercons,test_acc_mode_single,0.5138888955116272,
478,PSNN_wSurrGPT_woFaults_powercons_run3,woFaults,powercons,val_loss,0.6932487487792969,
479,PSNN_wSurrGPT_woFaults_powercons_run3,woFaults,powercons,val_power,0.0006067778449505568,
480,PSNN_wSurrGPT_woFaults_powercons_run3,woFaults,powercons,test_roc_micro_auc,0.4127413034439087,generic
481,PSNN_wSurrGPT_woFaults_powercons_run3,woFaults,powercons,test_roc_micro_auc_mode_none,0.4127413034439087,none
482,PSNN_wSurrGPT_woFaults_powercons_run3,woFaults,powercons,test_roc_micro_auc_mode_single,0.4555984437465668,single
483,PSNN_wSurrGPT_woFaults_seeds_run3,woFaults,seeds,test_acc_mode_none,0.25581395626068115,
484,PSNN_wSurrGPT_woFaults_seeds_run3,woFaults,seeds,test_acc_mode_single,0.25581395626068115,
485,PSNN_wSurrGPT_woFaults_seeds_run3,woFaults,seeds,val_loss,1.1211851835250854,
486,PSNN_wSurrGPT_woFaults_seeds_run3,woFaults,seeds,val_power,0.0006626496324315667,
487,PSNN_wSurrGPT_woFaults_seeds_run3,woFaults,seeds,test_roc_micro_auc,0.3715521991252899,generic
488,PSNN_wSurrGPT_woFaults_seeds_run3,woFaults,seeds,test_roc_micro_auc_mode_none,0.3715521991252899,none
489,PSNN_wSurrGPT_woFaults_seeds_run3,woFaults,seeds,test_roc_micro_auc_mode_single,0.3697944879531861,single
490,PSNN_wSurrGPT_wFaults_slope_run3,wFaults,slope,test_acc_mode_none,0.5,
491,PSNN_wSurrGPT_wFaults_slope_run3,wFaults,slope,test_acc_mode_single,0.5,
492,PSNN_wSurrGPT_wFaults_slope_run3,wFaults,slope,val_loss,0.6948015093803406,
493,PSNN_wSurrGPT_wFaults_slope_run3,wFaults,slope,val_power,0.0004319954023230821,
494,PSNN_wSurrGPT_wFaults_slope_run3,wFaults,slope,test_roc_micro_auc,0.7523999810218811,generic
495,PSNN_wSurrGPT_wFaults_slope_run3,wFaults,slope,test_roc_micro_auc_mode_none,0.7523999810218811,none
496,PSNN_wSurrGPT_wFaults_slope_run3,wFaults,slope,test_roc_micro_auc_mode_single,0.3903999924659729,single
497,PSNN_wSurrGPT_woFaults_slope_run3,woFaults,slope,test_acc_mode_none,0.5,
498,PSNN_wSurrGPT_woFaults_slope_run3,woFaults,slope,test_acc_mode_single,0.5,
499,PSNN_wSurrGPT_woFaults_slope_run3,woFaults,slope,val_loss,0.6912277340888977,
500,PSNN_wSurrGPT_woFaults_slope_run3,woFaults,slope,val_power,0.0006007583579048514,
501,PSNN_wSurrGPT_woFaults_slope_run3,woFaults,slope,test_roc_micro_auc,0.7675999999046326,generic
502,PSNN_wSurrGPT_woFaults_slope_run3,woFaults,slope,test_roc_micro_auc_mode_none,0.7675999999046326,none
503,PSNN_wSurrGPT_woFaults_slope_run3,woFaults,slope,test_roc_micro_auc_mode_single,0.942799985408783,single
504,PSNN_wSurrGPT_wFaults_seeds_run3,wFaults,seeds,test_acc_mode_none,0.25581395626068115,
505,PSNN_wSurrGPT_wFaults_seeds_run3,wFaults,seeds,test_acc_mode_single,0.25581395626068115,
506,PSNN_wSurrGPT_wFaults_seeds_run3,wFaults,seeds,val_loss,1.1226975917816162,
507,PSNN_wSurrGPT_wFaults_seeds_run3,wFaults,seeds,val_power,0.0008370246505364776,
508,PSNN_wSurrGPT_wFaults_seeds_run3,wFaults,seeds,test_roc_micro_auc,0.3765549063682556,generic
509,PSNN_wSurrGPT_wFaults_seeds_run3,wFaults,seeds,test_roc_micro_auc_mode_none,0.3765549063682556,none
510,PSNN_wSurrGPT_wFaults_seeds_run3,wFaults,seeds,test_roc_micro_auc_mode_single,0.3898052871227264,single
511,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run3,wFaults,gunpointoldversusyoung,test_acc_mode_none,1.0,
512,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run3,wFaults,gunpointoldversusyoung,test_acc_mode_single,0.6813187003135681,
513,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run3,wFaults,gunpointoldversusyoung,val_loss,0.6430400609970093,
514,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run3,wFaults,gunpointoldversusyoung,val_power,0.003562710015103221,
515,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run3,wFaults,gunpointoldversusyoung,test_roc_micro_auc,1.0,generic
516,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run3,wFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_none,1.0,none
517,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run3,wFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_single,0.959864616394043,single
518,PSNN_wSurrGPT_woFaults_selfregulationscp2_run3,woFaults,selfregulationscp2,test_acc_mode_none,0.5263158082962036,
519,PSNN_wSurrGPT_woFaults_selfregulationscp2_run3,woFaults,selfregulationscp2,test_acc_mode_single,0.5263158082962036,
520,PSNN_wSurrGPT_woFaults_selfregulationscp2_run3,woFaults,selfregulationscp2,val_loss,0.6932384967803955,
521,PSNN_wSurrGPT_woFaults_selfregulationscp2_run3,woFaults,selfregulationscp2,val_power,0.0004961465601809323,
522,PSNN_wSurrGPT_woFaults_selfregulationscp2_run3,woFaults,selfregulationscp2,test_roc_micro_auc,0.42222222685813904,generic
523,PSNN_wSurrGPT_woFaults_selfregulationscp2_run3,woFaults,selfregulationscp2,test_roc_micro_auc_mode_none,0.42222222685813904,none
524,PSNN_wSurrGPT_woFaults_selfregulationscp2_run3,woFaults,selfregulationscp2,test_roc_micro_auc_mode_single,0.42569443583488464,single
525,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run3,woFaults,gunpointoldversusyoung,test_acc_mode_none,0.5164835453033447,
526,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run3,woFaults,gunpointoldversusyoung,test_acc_mode_single,0.5164835453033447,
527,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run3,woFaults,gunpointoldversusyoung,val_loss,0.6825236678123474,
528,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run3,woFaults,gunpointoldversusyoung,val_power,0.0024627649690955877,
529,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run3,woFaults,gunpointoldversusyoung,test_roc_micro_auc,1.0,generic
530,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run3,woFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_none,1.0,none
531,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run3,woFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_single,0.7466151118278503,single
532,PSNN_wSurrGPT_wFaults_selfregulationscp2_run3,wFaults,selfregulationscp2,test_acc_mode_none,0.5263158082962036,
533,PSNN_wSurrGPT_wFaults_selfregulationscp2_run3,wFaults,selfregulationscp2,test_acc_mode_single,0.5263158082962036,
534,PSNN_wSurrGPT_wFaults_selfregulationscp2_run3,wFaults,selfregulationscp2,val_loss,0.6933069229125977,
535,PSNN_wSurrGPT_wFaults_selfregulationscp2_run3,wFaults,selfregulationscp2,val_power,0.0010272677754983306,
536,PSNN_wSurrGPT_wFaults_selfregulationscp2_run3,wFaults,selfregulationscp2,test_roc_micro_auc,0.45972222089767456,generic
537,PSNN_wSurrGPT_wFaults_selfregulationscp2_run3,wFaults,selfregulationscp2,test_roc_micro_auc_mode_none,0.45972222089767456,none
538,PSNN_wSurrGPT_wFaults_selfregulationscp2_run3,wFaults,selfregulationscp2,test_roc_micro_auc_mode_single,0.47256943583488464,single
539,PSNN_wSurrGPT_wFaults_powercons_run4,wFaults,powercons,test_acc_mode_none,0.5972222089767456,
540,PSNN_wSurrGPT_wFaults_powercons_run4,wFaults,powercons,test_acc_mode_single,0.5833333134651184,
541,PSNN_wSurrGPT_wFaults_powercons_run4,wFaults,powercons,val_loss,0.6928110122680664,
542,PSNN_wSurrGPT_wFaults_powercons_run4,wFaults,powercons,val_power,0.0015141789335757494,
543,PSNN_wSurrGPT_wFaults_powercons_run4,wFaults,powercons,test_roc_micro_auc,0.7220077514648438,generic
544,PSNN_wSurrGPT_wFaults_powercons_run4,wFaults,powercons,test_roc_micro_auc_mode_none,0.7220077514648438,none
545,PSNN_wSurrGPT_wFaults_powercons_run4,wFaults,powercons,test_roc_micro_auc_mode_single,0.676447868347168,single
546,PSNN_wSurrGPT_woFaults_powercons_run4,woFaults,powercons,test_acc_mode_none,0.4861111044883728,
547,PSNN_wSurrGPT_woFaults_powercons_run4,woFaults,powercons,test_acc_mode_single,0.4861111044883728,
548,PSNN_wSurrGPT_woFaults_powercons_run4,woFaults,powercons,val_loss,0.6932023763656616,
549,PSNN_wSurrGPT_woFaults_powercons_run4,woFaults,powercons,val_power,0.0003097227308899164,
550,PSNN_wSurrGPT_woFaults_powercons_run4,woFaults,powercons,test_roc_micro_auc,0.48262548446655273,generic
551,PSNN_wSurrGPT_woFaults_powercons_run4,woFaults,powercons,test_roc_micro_auc_mode_none,0.48262548446655273,none
552,PSNN_wSurrGPT_woFaults_powercons_run4,woFaults,powercons,test_roc_micro_auc_mode_single,0.41389960050582886,single
553,PSNN_wSurrGPT_woFaults_seeds_run4,woFaults,seeds,test_acc_mode_none,0.20930232107639313,
554,PSNN_wSurrGPT_woFaults_seeds_run4,woFaults,seeds,test_acc_mode_single,0.20930232107639313,
555,PSNN_wSurrGPT_woFaults_seeds_run4,woFaults,seeds,val_loss,1.1146697998046875,
556,PSNN_wSurrGPT_woFaults_seeds_run4,woFaults,seeds,val_power,0.0010569777805358171,
557,PSNN_wSurrGPT_woFaults_seeds_run4,woFaults,seeds,test_roc_micro_auc,0.4649810791015625,generic
558,PSNN_wSurrGPT_woFaults_seeds_run4,woFaults,seeds,test_roc_micro_auc_mode_none,0.4649810791015625,none
559,PSNN_wSurrGPT_woFaults_seeds_run4,woFaults,seeds,test_roc_micro_auc_mode_single,0.4426717162132263,single
560,PSNN_wSurrGPT_woFaults_tictactoe_run2,woFaults,tictactoe,test_acc_mode_none,0.8227847814559937,
561,PSNN_wSurrGPT_woFaults_tictactoe_run2,woFaults,tictactoe,test_acc_mode_single,0.7848101258277893,
562,PSNN_wSurrGPT_woFaults_tictactoe_run2,woFaults,tictactoe,val_loss,0.5176217555999756,
563,PSNN_wSurrGPT_woFaults_tictactoe_run2,woFaults,tictactoe,val_power,0.002226276556029916,
564,PSNN_wSurrGPT_woFaults_tictactoe_run2,woFaults,tictactoe,test_roc_micro_auc,0.9985486268997192,generic
565,PSNN_wSurrGPT_woFaults_tictactoe_run2,woFaults,tictactoe,test_roc_micro_auc_mode_none,0.9985486268997192,none
566,PSNN_wSurrGPT_woFaults_tictactoe_run2,woFaults,tictactoe,test_roc_micro_auc_mode_single,0.9970972537994384,single
567,PSNN_wSurrGPT_wFaults_slope_run4,wFaults,slope,test_acc_mode_none,0.5,
568,PSNN_wSurrGPT_wFaults_slope_run4,wFaults,slope,test_acc_mode_single,0.5,
569,PSNN_wSurrGPT_wFaults_slope_run4,wFaults,slope,val_loss,0.6939756870269775,
570,PSNN_wSurrGPT_wFaults_slope_run4,wFaults,slope,val_power,0.00010677640239009634,
571,PSNN_wSurrGPT_wFaults_slope_run4,wFaults,slope,test_roc_micro_auc,0.6485999822616577,generic
572,PSNN_wSurrGPT_wFaults_slope_run4,wFaults,slope,test_roc_micro_auc_mode_none,0.6485999822616577,none
573,PSNN_wSurrGPT_wFaults_slope_run4,wFaults,slope,test_roc_micro_auc_mode_single,0.91839998960495,single
574,PSNN_wSurrGPT_woFaults_energyy1_run2,woFaults,energyy1,test_acc_mode_none,0.8481012582778931,
575,PSNN_wSurrGPT_woFaults_energyy1_run2,woFaults,energyy1,test_acc_mode_single,0.8481012582778931,
576,PSNN_wSurrGPT_woFaults_energyy1_run2,woFaults,energyy1,val_loss,0.9948068261146544,
577,PSNN_wSurrGPT_woFaults_energyy1_run2,woFaults,energyy1,val_power,0.0036095562390983105,
578,PSNN_wSurrGPT_woFaults_energyy1_run2,woFaults,energyy1,test_roc_micro_auc,0.8822704553604126,generic
579,PSNN_wSurrGPT_woFaults_energyy1_run2,woFaults,energyy1,test_roc_micro_auc_mode_none,0.8822704553604126,none
580,PSNN_wSurrGPT_woFaults_energyy1_run2,woFaults,energyy1,test_roc_micro_auc_mode_single,0.8814292550086975,single
581,PSNN_wSurrGPT_wFaults_slope_run4,wFaults,slope,test_acc_mode_none,0.5,
582,PSNN_wSurrGPT_wFaults_slope_run4,wFaults,slope,test_acc_mode_single,0.5,
583,PSNN_wSurrGPT_wFaults_slope_run4,wFaults,slope,val_loss,0.7756059169769287,
584,PSNN_wSurrGPT_wFaults_slope_run4,wFaults,slope,val_power,0.00026986165903508663,
585,PSNN_wSurrGPT_wFaults_slope_run4,wFaults,slope,test_roc_micro_auc,0.6984000205993652,generic
586,PSNN_wSurrGPT_wFaults_slope_run4,wFaults,slope,test_roc_micro_auc_mode_none,0.6984000205993652,none
587,PSNN_wSurrGPT_wFaults_slope_run4,wFaults,slope,test_roc_micro_auc_mode_single,0.9319999814033508,single
588,PSNN_wSurrGPT_wFaults_seeds_run4,wFaults,seeds,test_acc_mode_none,0.20930232107639313,
589,PSNN_wSurrGPT_wFaults_seeds_run4,wFaults,seeds,test_acc_mode_single,0.20930232107639313,
590,PSNN_wSurrGPT_wFaults_seeds_run4,wFaults,seeds,val_loss,1.1147412061691284,
591,PSNN_wSurrGPT_wFaults_seeds_run4,wFaults,seeds,val_power,0.0015777392545714974,
592,PSNN_wSurrGPT_wFaults_seeds_run4,wFaults,seeds,test_roc_micro_auc,0.4060302972793579,generic
593,PSNN_wSurrGPT_wFaults_seeds_run4,wFaults,seeds,test_roc_micro_auc_mode_none,0.4060302972793579,none
594,PSNN_wSurrGPT_wFaults_seeds_run4,wFaults,seeds,test_roc_micro_auc_mode_single,0.4346944391727447,single
595,PSNN_wSurrGPT_woFaults_selfregulationscp2_run4,woFaults,selfregulationscp2,test_acc_mode_none,0.4736842215061188,
596,PSNN_wSurrGPT_woFaults_selfregulationscp2_run4,woFaults,selfregulationscp2,test_acc_mode_single,0.5,
597,PSNN_wSurrGPT_woFaults_selfregulationscp2_run4,woFaults,selfregulationscp2,val_loss,0.6937825679779053,
598,PSNN_wSurrGPT_woFaults_selfregulationscp2_run4,woFaults,selfregulationscp2,val_power,0.006052544806152582,
599,PSNN_wSurrGPT_woFaults_selfregulationscp2_run4,woFaults,selfregulationscp2,test_roc_micro_auc,0.574999988079071,generic
600,PSNN_wSurrGPT_woFaults_selfregulationscp2_run4,woFaults,selfregulationscp2,test_roc_micro_auc_mode_none,0.574999988079071,none
601,PSNN_wSurrGPT_woFaults_selfregulationscp2_run4,woFaults,selfregulationscp2,test_roc_micro_auc_mode_single,0.5354166626930237,single
602,PSNN_wSurrGPT_wFaults_powercons_run5,wFaults,powercons,test_acc_mode_none,0.4861111044883728,
603,PSNN_wSurrGPT_wFaults_powercons_run5,wFaults,powercons,test_acc_mode_single,0.4861111044883728,
604,PSNN_wSurrGPT_wFaults_powercons_run5,wFaults,powercons,val_loss,0.693989098072052,
605,PSNN_wSurrGPT_wFaults_powercons_run5,wFaults,powercons,val_power,0.001261996920220554,
606,PSNN_wSurrGPT_wFaults_powercons_run5,wFaults,powercons,test_roc_micro_auc,0.8119691014289856,generic
607,PSNN_wSurrGPT_wFaults_powercons_run5,wFaults,powercons,test_roc_micro_auc_mode_none,0.8119691014289856,none
608,PSNN_wSurrGPT_wFaults_powercons_run5,wFaults,powercons,test_roc_micro_auc_mode_single,0.5984556078910828,single
609,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run4,woFaults,gunpointoldversusyoung,test_acc_mode_none,1.0,
610,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run4,woFaults,gunpointoldversusyoung,test_acc_mode_single,1.0,
611,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run4,woFaults,gunpointoldversusyoung,val_loss,0.6136196255683899,
612,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run4,woFaults,gunpointoldversusyoung,val_power,0.0011012733448296783,
613,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run4,woFaults,gunpointoldversusyoung,test_roc_micro_auc,1.0,generic
614,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run4,woFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_none,1.0,none
615,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run4,woFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_single,1.0,single
616,PSNN_wSurrGPT_wFaults_selfregulationscp2_run4,wFaults,selfregulationscp2,test_acc_mode_none,0.5263158082962036,
617,PSNN_wSurrGPT_wFaults_selfregulationscp2_run4,wFaults,selfregulationscp2,test_acc_mode_single,0.5263158082962036,
618,PSNN_wSurrGPT_wFaults_selfregulationscp2_run4,wFaults,selfregulationscp2,val_loss,0.7026371359825134,
619,PSNN_wSurrGPT_wFaults_selfregulationscp2_run4,wFaults,selfregulationscp2,val_power,0.000520659436006099,
620,PSNN_wSurrGPT_wFaults_selfregulationscp2_run4,wFaults,selfregulationscp2,test_roc_micro_auc,0.4350694417953491,generic
621,PSNN_wSurrGPT_wFaults_selfregulationscp2_run4,wFaults,selfregulationscp2,test_roc_micro_auc_mode_none,0.4350694417953491,none
622,PSNN_wSurrGPT_wFaults_selfregulationscp2_run4,wFaults,selfregulationscp2,test_roc_micro_auc_mode_single,0.4697916805744171,single
623,PSNN_wSurrGPT_woFaults_powercons_run5,woFaults,powercons,test_acc_mode_none,0.4861111044883728,
624,PSNN_wSurrGPT_woFaults_powercons_run5,woFaults,powercons,test_acc_mode_single,0.5138888955116272,
625,PSNN_wSurrGPT_woFaults_powercons_run5,woFaults,powercons,val_loss,0.693336546421051,
626,PSNN_wSurrGPT_woFaults_powercons_run5,woFaults,powercons,val_power,0.0002359986392548308,
627,PSNN_wSurrGPT_woFaults_powercons_run5,woFaults,powercons,test_roc_micro_auc,0.4374517500400543,generic
628,PSNN_wSurrGPT_woFaults_powercons_run5,woFaults,powercons,test_roc_micro_auc_mode_none,0.4374517500400543,none
629,PSNN_wSurrGPT_woFaults_powercons_run5,woFaults,powercons,test_roc_micro_auc_mode_single,0.4486486613750458,single
630,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run4,wFaults,gunpointoldversusyoung,test_acc_mode_none,0.8461538553237915,
631,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run4,wFaults,gunpointoldversusyoung,test_acc_mode_single,0.8461538553237915,
632,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run4,wFaults,gunpointoldversusyoung,val_loss,0.6222320795059204,
633,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run4,wFaults,gunpointoldversusyoung,val_power,0.008743291720747948,
634,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run4,wFaults,gunpointoldversusyoung,test_roc_micro_auc,0.9961315393447876,generic
635,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run4,wFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_none,0.9961315393447876,none
636,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run4,wFaults,gunpointoldversusyoung,test_roc_micro_auc_mode_single,0.9946808218955994,single
637,PSNN_wSurrGPT_woFaults_seeds_run5,woFaults,seeds,test_acc_mode_none,0.25581395626068115,
638,PSNN_wSurrGPT_woFaults_seeds_run5,woFaults,seeds,test_acc_mode_single,0.25581395626068115,
639,PSNN_wSurrGPT_woFaults_seeds_run5,woFaults,seeds,val_loss,1.101997971534729,
640,PSNN_wSurrGPT_woFaults_seeds_run5,woFaults,seeds,val_power,0.005220965016633272,
641,PSNN_wSurrGPT_woFaults_seeds_run5,woFaults,seeds,test_roc_micro_auc,0.4799891710281372,generic
642,PSNN_wSurrGPT_woFaults_seeds_run5,woFaults,seeds,test_roc_micro_auc_mode_none,0.4799891710281372,none
643,PSNN_wSurrGPT_woFaults_seeds_run5,woFaults,seeds,test_roc_micro_auc_mode_single,0.4797187745571137,single
644,PSNN_wSurrGPT_woFaults_slope_run5,woFaults,slope,test_acc_mode_none,0.5,
645,PSNN_wSurrGPT_woFaults_slope_run5,woFaults,slope,test_acc_mode_single,0.5,
646,PSNN_wSurrGPT_woFaults_slope_run5,woFaults,slope,val_loss,0.6937710046768188,
647,PSNN_wSurrGPT_woFaults_slope_run5,woFaults,slope,val_power,0.0012849514605477452,
648,PSNN_wSurrGPT_woFaults_slope_run5,woFaults,slope,test_roc_micro_auc,0.5299999713897705,generic
649,PSNN_wSurrGPT_woFaults_slope_run5,woFaults,slope,test_roc_micro_auc_mode_none,0.5299999713897705,none
650,PSNN_wSurrGPT_woFaults_slope_run5,woFaults,slope,test_roc_micro_auc_mode_single,0.819599986076355,single
651,PSNN_wSurrGPT_wFaults_slope_run5,wFaults,slope,test_acc_mode_none,0.5,
652,PSNN_wSurrGPT_wFaults_slope_run5,wFaults,slope,test_acc_mode_single,0.5,
653,PSNN_wSurrGPT_wFaults_slope_run5,wFaults,slope,val_loss,0.6937780976295471,
654,PSNN_wSurrGPT_wFaults_slope_run5,wFaults,slope,val_power,0.0004397080047056079,
655,PSNN_wSurrGPT_wFaults_slope_run5,wFaults,slope,test_roc_micro_auc,0.9336000084877014,generic
656,PSNN_wSurrGPT_wFaults_slope_run5,wFaults,slope,test_roc_micro_auc_mode_none,0.9336000084877014,none
657,PSNN_wSurrGPT_wFaults_slope_run5,wFaults,slope,test_roc_micro_auc_mode_single,0.9678000211715698,single
658,PSNN_wSurrGPT_wFaults_powercons_run6,wFaults,powercons,test_acc_mode_none,0.5416666865348816,
659,PSNN_wSurrGPT_wFaults_powercons_run6,wFaults,powercons,test_acc_mode_single,0.5555555820465088,
660,PSNN_wSurrGPT_wFaults_powercons_run6,wFaults,powercons,val_loss,0.6949472427368164,
661,PSNN_wSurrGPT_wFaults_powercons_run6,wFaults,powercons,val_power,0.0035408304538577795,
662,PSNN_wSurrGPT_wFaults_powercons_run6,wFaults,powercons,test_roc_micro_auc,0.7559845447540283,generic
663,PSNN_wSurrGPT_wFaults_powercons_run6,wFaults,powercons,test_roc_micro_auc_mode_none,0.7559845447540283,none
664,PSNN_wSurrGPT_wFaults_powercons_run6,wFaults,powercons,test_roc_micro_auc_mode_single,0.6424710154533386,single
665,PSNN_wSurrGPT_wFaults_seeds_run5,wFaults,seeds,test_acc_mode_none,0.25581395626068115,
666,PSNN_wSurrGPT_wFaults_seeds_run5,wFaults,seeds,test_acc_mode_single,0.25581395626068115,
667,PSNN_wSurrGPT_wFaults_seeds_run5,wFaults,seeds,val_loss,1.1233288049697876,
668,PSNN_wSurrGPT_wFaults_seeds_run5,wFaults,seeds,val_power,0.0014294341672211883,
669,PSNN_wSurrGPT_wFaults_seeds_run5,wFaults,seeds,test_roc_micro_auc,0.48188209533691406,generic
670,PSNN_wSurrGPT_wFaults_seeds_run5,wFaults,seeds,test_roc_micro_auc_mode_none,0.48188209533691406,none
671,PSNN_wSurrGPT_wFaults_seeds_run5,wFaults,seeds,test_roc_micro_auc_mode_single,0.4810708463191986,single
672,PSNN_wSurrGPT_woFaults_powercons_run6,woFaults,powercons,test_acc_mode_none,0.4861111044883728,
673,PSNN_wSurrGPT_woFaults_powercons_run6,woFaults,powercons,test_acc_mode_single,0.4861111044883728,
674,PSNN_wSurrGPT_woFaults_powercons_run6,woFaults,powercons,val_loss,0.6932418942451477,
675,PSNN_wSurrGPT_woFaults_powercons_run6,woFaults,powercons,val_power,0.000825115421321243,
676,PSNN_wSurrGPT_woFaults_powercons_run6,woFaults,powercons,test_roc_micro_auc,0.4664092659950256,generic
677,PSNN_wSurrGPT_woFaults_powercons_run6,woFaults,powercons,test_roc_micro_auc_mode_none,0.4664092659950256,none
678,PSNN_wSurrGPT_woFaults_powercons_run6,woFaults,powercons,test_roc_micro_auc_mode_single,0.4486486613750458,single
679,PSNN_wSurrGPT_woFaults_selfregulationscp2_run5,woFaults,selfregulationscp2,test_acc_mode_none,0.5263158082962036,
680,PSNN_wSurrGPT_woFaults_selfregulationscp2_run5,woFaults,selfregulationscp2,test_acc_mode_single,0.5,
681,PSNN_wSurrGPT_woFaults_selfregulationscp2_run5,woFaults,selfregulationscp2,val_loss,0.6932328343391418,
682,PSNN_wSurrGPT_woFaults_selfregulationscp2_run5,woFaults,selfregulationscp2,val_power,0.0005419707158580422,
683,PSNN_wSurrGPT_woFaults_selfregulationscp2_run5,woFaults,selfregulationscp2,test_roc_micro_auc,0.5874999761581421,generic
684,PSNN_wSurrGPT_woFaults_selfregulationscp2_run5,woFaults,selfregulationscp2,test_roc_micro_auc_mode_none,0.5874999761581421,none
685,PSNN_wSurrGPT_woFaults_selfregulationscp2_run5,woFaults,selfregulationscp2,test_roc_micro_auc_mode_single,0.5944444537162781,single
