run_name,fault_mode,power_usage
PSNN_wSurrGPT_woFaults_selfregulationscp2_run4,no_fault,3.792935603996739e-05
PSNN_wSurrGPT_woFaults_selfregulationscp2_run5,single_fault,5.10529560415307e-05
PSNN_wSurrGPT_woFaults_selfregulationscp2_run5,no_fault,4.098578756384086e-05
PSNN_wSurrGPT_woFaults_slope_run1,single_fault,3.145658592984546e-05
PSNN_wSurrGPT_woFaults_slope_run1,no_fault,3.063369695155416e-05
PSNN_wSurrGPT_woFaults_slope_run2,single_fault,3.453296194493305e-05
PSNN_wSurrGPT_woFaults_slope_run2,no_fault,2.2961605282034725e-05
PSNN_wSurrGPT_woFaults_slope_run3,single_fault,0.0006571666221134364
PSNN_wSurrGPT_woFaults_slope_run3,no_fault,0.0006272515165619552
PSNN_wSurrGPT_woFaults_slope_run5,single_fault,1.3311503289514804e-05
PSNN_wSurrGPT_woFaults_slope_run5,no_fault,1.264044112758711e-05
PSNN_wSurrGPT_woFaults_slope_run6,single_fault,6.254971031012246e-05
PSNN_wSurrGPT_woFaults_slope_run6,no_fault,5.366515688365325e-05
PSNN_wSurrGPT_woFaults_tictactoe_run1,single_fault,0.00191959198564291
PSNN_wSurrGPT_woFaults_tictactoe_run1,no_fault,0.0018976764986291528
PSNN_wSurrGPT_woFaults_tictactoe_run2,single_fault,0.0022495624027214943
PSNN_wSurrGPT_woFaults_tictactoe_run2,no_fault,0.002218898735009134
