,run,method,dataset,metric,value
277,PSNN_wSurrGPT_woFaults_slope_run5,woFaults,slope,test_acc_mode_single,0.5
278,PSNN_wSurrGPT_woFaults_slope_run5,woFaults,slope,val_power,0.0012849514605477452
279,PSNN_wSurrGPT_wFaults_slope_run5,wFaults,slope,test_acc_mode_none,0.5
280,PSNN_wSurrGPT_wFaults_slope_run5,wFaults,slope,test_acc_mode_single,0.5
281,PSNN_wSurrGPT_wFaults_slope_run5,wFaults,slope,val_power,0.0004397080047056079
282,PSNN_wSurrGPT_wFaults_powercons_run6,wFaults,powercons,test_acc_mode_none,0.5416666865348816
283,PSNN_wSurrGPT_wFaults_powercons_run6,wFaults,powercons,test_acc_mode_single,0.5555555820465088
284,PSNN_wSurrGPT_wFaults_powercons_run6,wFaults,powercons,val_power,0.0035408304538577795
285,PSNN_wSurrGPT_wFaults_seeds_run5,wFaults,seeds,test_acc_mode_none,0.25581395626068115
286,PSNN_wSurrGPT_wFaults_seeds_run5,wFaults,seeds,test_acc_mode_single,0.25581395626068115
287,PSNN_wSurrGPT_wFaults_seeds_run5,wFaults,seeds,val_power,0.0014294341672211883
288,PSNN_wSurrGPT_woFaults_powercons_run6,woFaults,powercons,test_acc_mode_none,0.4861111044883728
289,PSNN_wSurrGPT_woFaults_powercons_run6,woFaults,powercons,test_acc_mode_single,0.4861111044883728
290,PSNN_wSurrGPT_woFaults_powercons_run6,woFaults,powercons,val_power,0.000825115421321243
291,PSNN_wSurrGPT_woFaults_selfregulationscp2_run5,woFaults,selfregulationscp2,test_acc_mode_none,0.5263158082962036
292,PSNN_wSurrGPT_woFaults_selfregulationscp2_run5,woFaults,selfregulationscp2,test_acc_mode_single,0.5
293,PSNN_wSurrGPT_woFaults_selfregulationscp2_run5,woFaults,selfregulationscp2,val_power,0.0005419707158580422
294,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run5,woFaults,gunpointoldversusyoung,test_acc_mode_none,1.0
295,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run5,woFaults,gunpointoldversusyoung,test_acc_mode_single,0.9670329689979552
296,PSNN_wSurrGPT_woFaults_gunpointoldversusyoung_run5,woFaults,gunpointoldversusyoung,val_power,0.0011579382698982954
297,PSNN_wSurrGPT_wFaults_selfregulationscp2_run5,wFaults,selfregulationscp2,test_acc_mode_none,0.5263158082962036
298,PSNN_wSurrGPT_wFaults_selfregulationscp2_run5,wFaults,selfregulationscp2,test_acc_mode_single,0.5263158082962036
299,PSNN_wSurrGPT_wFaults_selfregulationscp2_run5,wFaults,selfregulationscp2,val_power,0.0008995785028673708
300,PSNN_wSurrGPT_woFaults_seeds_run6,woFaults,seeds,test_acc_mode_none,0.25581395626068115
301,PSNN_wSurrGPT_woFaults_seeds_run6,woFaults,seeds,test_acc_mode_single,0.25581395626068115
302,PSNN_wSurrGPT_woFaults_seeds_run6,woFaults,seeds,val_power,0.000691962253767997
303,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run5,wFaults,gunpointoldversusyoung,test_acc_mode_none,1.0
304,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run5,wFaults,gunpointoldversusyoung,test_acc_mode_single,1.0
305,PSNN_wSurrGPT_wFaults_gunpointoldversusyoung_run5,wFaults,gunpointoldversusyoung,val_power,0.0005654725828208029
306,PSNN_wSurrGPT_woFaults_slope_run6,woFaults,slope,test_acc_mode_none,0.5
307,PSNN_wSurrGPT_woFaults_slope_run6,woFaults,slope,test_acc_mode_single,0.5
308,PSNN_wSurrGPT_woFaults_slope_run6,woFaults,slope,val_power,0.0010070838034152985
309,PSNN_wSurrGPT_woFaults_proximalphalanxoutlinecorrect_run1,woFaults,proximalphalanxoutlinecorrect,test_acc_mode_none,0.6600000262260437
310,PSNN_wSurrGPT_woFaults_proximalphalanxoutlinecorrect_run1,woFaults,proximalphalanxoutlinecorrect,test_acc_mode_single,0.6600000262260437
311,PSNN_wSurrGPT_woFaults_proximalphalanxoutlinecorrect_run1,woFaults,proximalphalanxoutlinecorrect,val_power,0.0012768906308338046
312,PSNN_wSurrGPT_wFaults_proximalphalanxoutlinecorrect_run1,wFaults,proximalphalanxoutlinecorrect,test_acc_mode_none,0.6600000262260437
313,PSNN_wSurrGPT_wFaults_proximalphalanxoutlinecorrect_run1,wFaults,proximalphalanxoutlinecorrect,test_acc_mode_single,0.6600000262260437
314,PSNN_wSurrGPT_wFaults_proximalphalanxoutlinecorrect_run1,wFaults,proximalphalanxoutlinecorrect,val_power,0.0015214243903756142
315,PSNN_wSurrGPT_woFaults_energyy1_run1,woFaults,energyy1,test_acc_mode_none,0.8481012582778931
316,PSNN_wSurrGPT_woFaults_energyy1_run1,woFaults,energyy1,test_acc_mode_single,0.8481012582778931
317,PSNN_wSurrGPT_woFaults_energyy1_run1,woFaults,energyy1,val_power,0.0036095562390983105
318,PSNN_wSurrGPT_wFaults_energyy1_run1,wFaults,energyy1,test_acc_mode_none,0.8481012582778931
319,PSNN_wSurrGPT_wFaults_energyy1_run1,wFaults,energyy1,test_acc_mode_single,0.8481012582778931
320,PSNN_wSurrGPT_wFaults_energyy1_run1,wFaults,energyy1,val_power,0.0010682131396606565
321,PSNN_wSurrGPT_wFaults_freezersmalltrain_run1,wFaults,freezersmalltrain,test_acc_mode_none,0.4600000083446502
322,PSNN_wSurrGPT_wFaults_freezersmalltrain_run1,wFaults,freezersmalltrain,test_acc_mode_single,0.4600000083446502
323,PSNN_wSurrGPT_wFaults_freezersmalltrain_run1,wFaults,freezersmalltrain,val_power,0.0017265203641727569
324,PSNN_wSurrGPT_wFaults_vertebralcolumn2clases_run1,wFaults,vertebralcolumn2clases,test_acc_mode_none,0.6349206566810608
325,PSNN_wSurrGPT_wFaults_vertebralcolumn2clases_run1,wFaults,vertebralcolumn2clases,test_acc_mode_single,0.6349206566810608
326,PSNN_wSurrGPT_wFaults_vertebralcolumn2clases_run1,wFaults,vertebralcolumn2clases,val_power,0.0009420316200703382
327,PSNN_wSurrGPT_woFaults_tictactoe_run1,woFaults,tictactoe,test_acc_mode_none,0.8227847814559937
328,PSNN_wSurrGPT_woFaults_tictactoe_run1,woFaults,tictactoe,test_acc_mode_single,0.7848101258277893
329,PSNN_wSurrGPT_woFaults_tictactoe_run1,woFaults,tictactoe,val_power,0.002226276556029916
330,PSNN_wSurrGPT_woFaults_vertebralcolumn2clases_run1,woFaults,vertebralcolumn2clases,test_acc_mode_none,0.6349206566810608
331,PSNN_wSurrGPT_woFaults_vertebralcolumn2clases_run1,woFaults,vertebralcolumn2clases,test_acc_mode_single,0.6349206566810608
332,PSNN_wSurrGPT_woFaults_vertebralcolumn2clases_run1,woFaults,vertebralcolumn2clases,val_power,0.0010412615956738591
333,PSNN_wSurrGPT_woFaults_freezersmalltrain_run1,woFaults,freezersmalltrain,test_acc_mode_none,0.4600000083446502
334,PSNN_wSurrGPT_woFaults_freezersmalltrain_run1,woFaults,freezersmalltrain,test_acc_mode_single,0.5199999809265137
335,PSNN_wSurrGPT_woFaults_freezersmalltrain_run1,woFaults,freezersmalltrain,val_power,0.0013685411540791392
336,PSNN_wSurrGPT_wFaults_tictactoe_run1,wFaults,tictactoe,test_acc_mode_none,0.746835470199585
337,PSNN_wSurrGPT_wFaults_tictactoe_run1,wFaults,tictactoe,test_acc_mode_single,0.746835470199585
338,PSNN_wSurrGPT_wFaults_tictactoe_run1,wFaults,tictactoe,val_power,0.0013802346074953675
339,PSNN_wSurrGPT_woFaults_gunpointmaleversusfemale_run1,woFaults,gunpointmaleversusfemale,test_acc_mode_none,0.7802197933197021
340,PSNN_wSurrGPT_woFaults_gunpointmaleversusfemale_run1,woFaults,gunpointmaleversusfemale,test_acc_mode_single,0.6593406796455383
341,PSNN_wSurrGPT_woFaults_gunpointmaleversusfemale_run1,woFaults,gunpointmaleversusfemale,val_power,0.005640149582177401
